#TradeId,ResultId,ResultType,ResultValue
Swap_15,rate[2],double,0.019934
Swap_15,spread[2],double,0.000000
Swap_15,startDate,string,2016-03-01
Swap_16,amount[1],double,200000.000000
Swap_16,amount[2],double,101885.706669
Swap_16,currentNotional[1],double,10000000.000000
Swap_16,currentNotional[2],double,10000000.000000
Swap_16,index[2],string,Euribor6M Actual/360
Swap_16,isPayer[1],bool,false
Swap_16,isPayer[2],bool,true
Swap_16,isdaAssetClass,string,Interest Rate
Swap_16,isdaBaseProduct,string,IR Swap
Swap_16,isdaSubProduct,string,Fixed Float
Swap_16,isdaTransaction,string,
Swap_16,legNPV[1],double,3266722.174761
Swap_16,legNPV[2],double,-3266119.689189
Swap_16,legType[1],string,Fixed
Swap_16,legType[2],string,Floating
Swap_16,notionalCurrency[1],string,EUR
Swap_16,notionalCurrency[2],string,EUR
Swap_16,originalNotional[1],double,10000000.000000
Swap_16,originalNotional[2],double,10000000.000000
Swap_16,paymentDate[1],string,2017-03-01
Swap_16,paymentDate[2],string,2016-09-01
Swap_16,rate[1],double,0.020000
Swap_16,rate[2],double,0.019934
Swap_16,spread[2],double,0.000000
Swap_16,startDate,string,2016-03-01
Swap_17,amount[1],double,200000.000000
Swap_17,amount[2],double,101885.706669
Swap_17,currentNotional[1],double,10000000.000000
Swap_17,currentNotional[2],double,10000000.000000
Swap_17,index[2],string,Euribor6M Actual/360
Swap_17,isPayer[1],bool,false
Swap_17,isPayer[2],bool,true
Swap_17,isdaAssetClass,string,Interest Rate
Swap_17,isdaBaseProduct,string,IR Swap
Swap_17,isdaSubProduct,string,Fixed Float
Swap_17,isdaTransaction,string,
Swap_17,legNPV[1],double,3266722.174761
Swap_17,legNPV[2],double,-3266119.689189
Swap_17,legType[1],string,Fixed
Swap_17,legType[2],string,Floating
Swap_17,notionalCurrency[1],string,EUR
Swap_17,notionalCurrency[2],string,EUR
Swap_17,originalNotional[1],double,10000000.000000
Swap_17,originalNotional[2],double,10000000.000000
Swap_17,paymentDate[1],string,2017-03-01
Swap_17,paymentDate[2],string,2016-09-01
Swap_17,rate[1],double,0.020000
Swap_17,rate[2],double,0.019934
Swap_17,spread[2],double,0.000000
Swap_17,startDate,string,2016-03-01
Swap_18,amount[1],double,200000.000000
Swap_18,amount[2],double,101885.706669
Swap_18,currentNotional[1],double,10000000.000000
Swap_18,currentNotional[2],double,10000000.000000
Swap_18,index[2],string,Euribor6M Actual/360
Swap_18,isPayer[1],bool,false
Swap_18,isPayer[2],bool,true
Swap_18,isdaAssetClass,string,Interest Rate
Swap_18,isdaBaseProduct,string,IR Swap
Swap_18,isdaSubProduct,string,Fixed Float
Swap_18,isdaTransaction,string,
Swap_18,legNPV[1],double,3266722.174761
Swap_18,legNPV[2],double,-3266119.689189
Swap_18,legType[1],string,Fixed
Swap_18,legType[2],string,Floating
Swap_18,notionalCurrency[1],string,EUR
Swap_18,notionalCurrency[2],string,EUR
Swap_18,originalNotional[1],double,10000000.000000
Swap_18,originalNotional[2],double,10000000.000000
Swap_18,paymentDate[1],string,2017-03-01
Swap_18,paymentDate[2],string,2016-09-01
Swap_18,rate[1],double,0.020000
Swap_18,rate[2],double,0.019934
Swap_18,spread[2],double,0.000000
Swap_18,startDate,string,2016-03-01
Swap_19,amount[1],double,200000.000000
Swap_19,amount[2],double,101885.706669
Swap_19,currentNotional[1],double,10000000.000000
Swap_19,currentNotional[2],double,10000000.000000
Swap_19,index[2],string,Euribor6M Actual/360
Swap_19,isPayer[1],bool,false
Swap_19,isPayer[2],bool,true
Swap_19,isdaAssetClass,string,Interest Rate
Swap_19,isdaBaseProduct,string,IR Swap
Swap_19,isdaSubProduct,string,Fixed Float
Swap_19,isdaTransaction,string,
Swap_19,legNPV[1],double,3266722.174761
Swap_19,legNPV[2],double,-3266119.689189
Swap_19,legType[1],string,Fixed
Swap_19,legType[2],string,Floating
Swap_19,notionalCurrency[1],string,EUR
Swap_19,notionalCurrency[2],string,EUR
Swap_19,originalNotional[1],double,10000000.000000
Swap_19,originalNotional[2],double,10000000.000000
Swap_19,paymentDate[1],string,2017-03-01
Swap_19,paymentDate[2],string,2016-09-01
Swap_19,rate[1],double,0.020000
Swap_19,rate[2],double,0.019934
Swap_19,spread[2],double,0.000000
Swap_19,startDate,string,2016-03-01
Swap_2,amount[1],double,200000.000000
Swap_2,amount[2],double,101885.706669
Swap_2,currentNotional[1],double,10000000.000000
Swap_2,currentNotional[2],double,10000000.000000
Swap_2,index[2],string,Euribor6M Actual/360
Swap_2,isPayer[1],bool,false
Swap_2,isPayer[2],bool,true
Swap_2,isdaAssetClass,string,Interest Rate
Swap_2,isdaBaseProduct,string,IR Swap
Swap_2,isdaSubProduct,string,Fixed Float
Swap_2,isdaTransaction,string,
Swap_2,legNPV[1],double,3266722.174761
Swap_2,legNPV[2],double,-3266119.689189
Swap_2,legType[1],string,Fixed
Swap_2,legType[2],string,Floating
Swap_2,notionalCurrency[1],string,EUR
Swap_2,notionalCurrency[2],string,EUR
Swap_2,originalNotional[1],double,10000000.000000
Swap_2,originalNotional[2],double,10000000.000000
Swap_2,paymentDate[1],string,2017-03-01
Swap_2,paymentDate[2],string,2016-09-01
Swap_2,rate[1],double,0.020000
Swap_2,rate[2],double,0.019934
Swap_2,spread[2],double,0.000000
Swap_2,startDate,string,2016-03-01
Swap_20,amount[1],double,200000.000000
Swap_20,amount[2],double,101885.706669
Swap_20,currentNotional[1],double,10000000.000000
Swap_20,currentNotional[2],double,10000000.000000
Swap_20,index[2],string,Euribor6M Actual/360
Swap_20,isPayer[1],bool,false
Swap_20,isPayer[2],bool,true
Swap_20,isdaAssetClass,string,Interest Rate
Swap_20,isdaBaseProduct,string,IR Swap
Swap_20,isdaSubProduct,string,Fixed Float
Swap_20,isdaTransaction,string,
Swap_20,legNPV[1],double,3266722.174761
Swap_20,legNPV[2],double,-3266119.689189
Swap_20,legType[1],string,Fixed
Swap_20,legType[2],string,Floating
Swap_20,notionalCurrency[1],string,EUR
Swap_20,notionalCurrency[2],string,EUR
Swap_20,originalNotional[1],double,10000000.000000
Swap_20,originalNotional[2],double,10000000.000000
Swap_20,paymentDate[1],string,2017-03-01
Swap_20,paymentDate[2],string,2016-09-01
Swap_20,rate[1],double,0.020000
Swap_20,rate[2],double,0.019934
Swap_20,spread[2],double,0.000000
Swap_20,startDate,string,2016-03-01
Swap_21,amount[1],double,200000.000000
Swap_21,amount[2],double,101885.706669
Swap_21,currentNotional[1],double,10000000.000000
Swap_21,currentNotional[2],double,10000000.000000
Swap_21,index[2],string,Euribor6M Actual/360
Swap_21,isPayer[1],bool,false
Swap_21,isPayer[2],bool,true
Swap_21,isdaAssetClass,string,Interest Rate
Swap_21,isdaBaseProduct,string,IR Swap
Swap_21,isdaSubProduct,string,Fixed Float
Swap_21,isdaTransaction,string,
Swap_21,legNPV[1],double,3266722.174761
Swap_21,legNPV[2],double,-3266119.689189
Swap_21,legType[1],string,Fixed
Swap_21,legType[2],string,Floating
Swap_21,notionalCurrency[1],string,EUR
Swap_21,notionalCurrency[2],string,EUR
Swap_21,originalNotional[1],double,10000000.000000
Swap_21,originalNotional[2],double,10000000.000000
Swap_21,paymentDate[1],string,2017-03-01
Swap_21,paymentDate[2],string,2016-09-01
Swap_21,rate[1],double,0.020000
Swap_21,rate[2],double,0.019934
Swap_21,spread[2],double,0.000000
Swap_21,startDate,string,2016-03-01
Swap_22,amount[1],double,200000.000000
Swap_22,amount[2],double,101885.706669
Swap_22,currentNotional[1],double,10000000.000000
Swap_22,currentNotional[2],double,10000000.000000
Swap_22,index[2],string,Euribor6M Actual/360
Swap_22,isPayer[1],bool,false
Swap_22,isPayer[2],bool,true
Swap_22,isdaAssetClass,string,Interest Rate
Swap_22,isdaBaseProduct,string,IR Swap
Swap_22,isdaSubProduct,string,Fixed Float
Swap_22,isdaTransaction,string,
Swap_22,legNPV[1],double,3266722.174761
Swap_22,legNPV[2],double,-3266119.689189
Swap_22,legType[1],string,Fixed
Swap_22,legType[2],string,Floating
Swap_22,notionalCurrency[1],string,EUR
Swap_22,notionalCurrency[2],string,EUR
Swap_22,originalNotional[1],double,10000000.000000
Swap_22,originalNotional[2],double,10000000.000000
Swap_22,paymentDate[1],string,2017-03-01
Swap_22,paymentDate[2],string,2016-09-01
Swap_22,rate[1],double,0.020000
Swap_22,rate[2],double,0.019934
Swap_22,spread[2],double,0.000000
Swap_22,startDate,string,2016-03-01
Swap_23,amount[1],double,200000.000000
Swap_23,amount[2],double,101885.706669
Swap_23,currentNotional[1],double,10000000.000000
Swap_23,currentNotional[2],double,10000000.000000
Swap_23,index[2],string,Euribor6M Actual/360
Swap_23,isPayer[1],bool,false
Swap_23,isPayer[2],bool,true
Swap_23,isdaAssetClass,string,Interest Rate
Swap_23,isdaBaseProduct,string,IR Swap
Swap_23,isdaSubProduct,string,Fixed Float
Swap_23,isdaTransaction,string,
Swap_23,legNPV[1],double,3266722.174761
Swap_23,legNPV[2],double,-3266119.689189
Swap_23,legType[1],string,Fixed
Swap_23,legType[2],string,Floating
Swap_23,notionalCurrency[1],string,EUR
Swap_23,notionalCurrency[2],string,EUR
Swap_23,originalNotional[1],double,10000000.000000
Swap_23,originalNotional[2],double,10000000.000000
Swap_23,paymentDate[1],string,2017-03-01
Swap_23,paymentDate[2],string,2016-09-01
Swap_23,rate[1],double,0.020000
Swap_23,rate[2],double,0.019934
Swap_23,spread[2],double,0.000000
Swap_23,startDate,string,2016-03-01
Swap_24,amount[1],double,200000.000000
Swap_24,amount[2],double,101885.706669
Swap_24,currentNotional[1],double,10000000.000000
Swap_24,currentNotional[2],double,10000000.000000
Swap_24,index[2],string,Euribor6M Actual/360
Swap_24,isPayer[1],bool,false
Swap_24,isPayer[2],bool,true
Swap_24,isdaAssetClass,string,Interest Rate
Swap_24,isdaBaseProduct,string,IR Swap
Swap_24,isdaSubProduct,string,Fixed Float
Swap_24,isdaTransaction,string,
Swap_24,legNPV[1],double,3266722.174761
Swap_24,legNPV[2],double,-3266119.689189
Swap_24,legType[1],string,Fixed
Swap_24,legType[2],string,Floating
Swap_24,notionalCurrency[1],string,EUR
Swap_24,notionalCurrency[2],string,EUR
Swap_24,originalNotional[1],double,10000000.000000
Swap_24,originalNotional[2],double,10000000.000000
Swap_24,paymentDate[1],string,2017-03-01
Swap_24,paymentDate[2],string,2016-09-01
Swap_24,rate[1],double,0.020000
Swap_24,rate[2],double,0.019934
Swap_24,spread[2],double,0.000000
Swap_24,startDate,string,2016-03-01
Swap_25,amount[1],double,200000.000000
Swap_25,amount[2],double,101885.706669
Swap_25,currentNotional[1],double,10000000.000000
Swap_25,currentNotional[2],double,10000000.000000
Swap_25,index[2],string,Euribor6M Actual/360
Swap_25,isPayer[1],bool,false
Swap_25,isPayer[2],bool,true
Swap_25,isdaAssetClass,string,Interest Rate
Swap_25,isdaBaseProduct,string,IR Swap
Swap_25,isdaSubProduct,string,Fixed Float
Swap_25,isdaTransaction,string,
Swap_25,legNPV[1],double,3266722.174761
Swap_25,legNPV[2],double,-3266119.689189
Swap_25,legType[1],string,Fixed
Swap_25,legType[2],string,Floating
Swap_25,notionalCurrency[1],string,EUR
Swap_25,notionalCurrency[2],string,EUR
Swap_25,originalNotional[1],double,10000000.000000
Swap_25,originalNotional[2],double,10000000.000000
Swap_25,paymentDate[1],string,2017-03-01
Swap_25,paymentDate[2],string,2016-09-01
Swap_25,rate[1],double,0.020000
Swap_25,rate[2],double,0.019934
Swap_25,spread[2],double,0.000000
Swap_25,startDate,string,2016-03-01
Swap_26,amount[1],double,200000.000000
Swap_26,amount[2],double,101885.706669
Swap_26,currentNotional[1],double,10000000.000000
Swap_26,currentNotional[2],double,10000000.000000
Swap_26,index[2],string,Euribor6M Actual/360
Swap_26,isPayer[1],bool,false
Swap_26,isPayer[2],bool,true
Swap_26,isdaAssetClass,string,Interest Rate
Swap_26,isdaBaseProduct,string,IR Swap
Swap_26,isdaSubProduct,string,Fixed Float
Swap_26,isdaTransaction,string,
Swap_26,legNPV[1],double,3266722.174761
Swap_26,legNPV[2],double,-3266119.689189
Swap_26,legType[1],string,Fixed
Swap_26,legType[2],string,Floating
Swap_26,notionalCurrency[1],string,EUR
Swap_26,notionalCurrency[2],string,EUR
Swap_26,originalNotional[1],double,10000000.000000
Swap_26,originalNotional[2],double,10000000.000000
Swap_26,paymentDate[1],string,2017-03-01
Swap_26,paymentDate[2],string,2016-09-01
Swap_26,rate[1],double,0.020000
Swap_26,rate[2],double,0.019934
Swap_26,spread[2],double,0.000000
Swap_26,startDate,string,2016-03-01
Swap_27,amount[1],double,200000.000000
Swap_27,amount[2],double,101885.706669
Swap_27,currentNotional[1],double,10000000.000000
Swap_27,currentNotional[2],double,10000000.000000
Swap_27,index[2],string,Euribor6M Actual/360
Swap_27,isPayer[1],bool,false
Swap_27,isPayer[2],bool,true
Swap_27,isdaAssetClass,string,Interest Rate
Swap_27,isdaBaseProduct,string,IR Swap
Swap_27,isdaSubProduct,string,Fixed Float
Swap_27,isdaTransaction,string,
Swap_27,legNPV[1],double,3266722.174761
Swap_27,legNPV[2],double,-3266119.689189
Swap_27,legType[1],string,Fixed
Swap_27,legType[2],string,Floating
Swap_27,notionalCurrency[1],string,EUR
Swap_27,notionalCurrency[2],string,EUR
Swap_27,originalNotional[1],double,10000000.000000
Swap_27,originalNotional[2],double,10000000.000000
Swap_27,paymentDate[1],string,2017-03-01
Swap_27,paymentDate[2],string,2016-09-01
Swap_27,rate[1],double,0.020000
Swap_27,rate[2],double,0.019934
Swap_27,spread[2],double,0.000000
Swap_27,startDate,string,2016-03-01
Swap_28,amount[1],double,200000.000000
Swap_28,amount[2],double,101885.706669
Swap_28,currentNotional[1],double,10000000.000000
Swap_28,currentNotional[2],double,10000000.000000
Swap_28,index[2],string,Euribor6M Actual/360
Swap_28,isPayer[1],bool,false
Swap_28,isPayer[2],bool,true
Swap_28,isdaAssetClass,string,Interest Rate
Swap_28,isdaBaseProduct,string,IR Swap
Swap_28,isdaSubProduct,string,Fixed Float
Swap_28,isdaTransaction,string,
Swap_28,legNPV[1],double,3266722.174761
Swap_28,legNPV[2],double,-3266119.689189
Swap_28,legType[1],string,Fixed
Swap_28,legType[2],string,Floating
Swap_28,notionalCurrency[1],string,EUR
Swap_28,notionalCurrency[2],string,EUR
Swap_28,originalNotional[1],double,10000000.000000
Swap_28,originalNotional[2],double,10000000.000000
Swap_28,paymentDate[1],string,2017-03-01
Swap_28,paymentDate[2],string,2016-09-01
Swap_28,rate[1],double,0.020000
Swap_28,rate[2],double,0.019934
Swap_28,spread[2],double,0.000000
Swap_28,startDate,string,2016-03-01
Swap_29,amount[1],double,200000.000000
Swap_29,amount[2],double,101885.706669
Swap_29,currentNotional[1],double,10000000.000000
Swap_29,currentNotional[2],double,10000000.000000
Swap_29,index[2],string,Euribor6M Actual/360
Swap_29,isPayer[1],bool,false
Swap_29,isPayer[2],bool,true
Swap_29,isdaAssetClass,string,Interest Rate
Swap_29,isdaBaseProduct,string,IR Swap
Swap_29,isdaSubProduct,string,Fixed Float
Swap_29,isdaTransaction,string,
Swap_29,legNPV[1],double,3266722.174761
Swap_29,legNPV[2],double,-3266119.689189
Swap_29,legType[1],string,Fixed
Swap_29,legType[2],string,Floating
Swap_29,notionalCurrency[1],string,EUR
Swap_29,notionalCurrency[2],string,EUR
Swap_29,originalNotional[1],double,10000000.000000
Swap_29,originalNotional[2],double,10000000.000000
Swap_29,paymentDate[1],string,2017-03-01
Swap_29,paymentDate[2],string,2016-09-01
Swap_29,rate[1],double,0.020000
Swap_29,rate[2],double,0.019934
Swap_29,spread[2],double,0.000000
Swap_29,startDate,string,2016-03-01
Swap_3,amount[1],double,200000.000000
Swap_3,amount[2],double,101885.706669
Swap_3,currentNotional[1],double,10000000.000000
Swap_3,currentNotional[2],double,10000000.000000
Swap_3,index[2],string,Euribor6M Actual/360
Swap_3,isPayer[1],bool,false
Swap_3,isPayer[2],bool,true
Swap_3,isdaAssetClass,string,Interest Rate
Swap_3,isdaBaseProduct,string,IR Swap
Swap_3,isdaSubProduct,string,Fixed Float
Swap_3,isdaTransaction,string,
Swap_3,legNPV[1],double,3266722.174761
Swap_3,legNPV[2],double,-3266119.689189
Swap_3,legType[1],string,Fixed
Swap_3,legType[2],string,Floating
Swap_3,notionalCurrency[1],string,EUR
Swap_3,notionalCurrency[2],string,EUR
Swap_3,originalNotional[1],double,10000000.000000
Swap_3,originalNotional[2],double,10000000.000000
Swap_3,paymentDate[1],string,2017-03-01
Swap_3,paymentDate[2],string,2016-09-01
Swap_3,rate[1],double,0.020000
Swap_3,rate[2],double,0.019934
Swap_3,spread[2],double,0.000000
Swap_3,startDate,string,2016-03-01
Swap_30,amount[1],double,200000.000000
Swap_30,amount[2],double,101885.706669
Swap_30,currentNotional[1],double,10000000.000000
Swap_30,currentNotional[2],double,10000000.000000
Swap_30,index[2],string,Euribor6M Actual/360
Swap_30,isPayer[1],bool,false
Swap_30,isPayer[2],bool,true
Swap_30,isdaAssetClass,string,Interest Rate
Swap_30,isdaBaseProduct,string,IR Swap
Swap_30,isdaSubProduct,string,Fixed Float
Swap_30,isdaTransaction,string,
Swap_30,legNPV[1],double,3266722.174761
Swap_30,legNPV[2],double,-3266119.689189
Swap_30,legType[1],string,Fixed
Swap_30,legType[2],string,Floating
Swap_30,notionalCurrency[1],string,EUR
Swap_30,notionalCurrency[2],string,EUR
Swap_30,originalNotional[1],double,10000000.000000
Swap_30,originalNotional[2],double,10000000.000000
Swap_30,paymentDate[1],string,2017-03-01
Swap_30,paymentDate[2],string,2016-09-01
Swap_30,rate[1],double,0.020000
Swap_30,rate[2],double,0.019934
Swap_30,spread[2],double,0.000000
Swap_30,startDate,string,2016-03-01
Swap_31,amount[1],double,200000.000000
Swap_31,amount[2],double,101885.706669
Swap_31,currentNotional[1],double,10000000.000000
Swap_31,currentNotional[2],double,10000000.000000
Swap_31,index[2],string,Euribor6M Actual/360
Swap_31,isPayer[1],bool,false
Swap_31,isPayer[2],bool,true
Swap_31,isdaAssetClass,string,Interest Rate
Swap_31,isdaBaseProduct,string,IR Swap
Swap_31,isdaSubProduct,string,Fixed Float
Swap_31,isdaTransaction,string,
Swap_31,legNPV[1],double,3266722.174761
Swap_31,legNPV[2],double,-3266119.689189
Swap_31,legType[1],string,Fixed
Swap_31,legType[2],string,Floating
Swap_31,notionalCurrency[1],string,EUR
Swap_31,notionalCurrency[2],string,EUR
Swap_31,originalNotional[1],double,10000000.000000
Swap_31,originalNotional[2],double,10000000.000000
Swap_31,paymentDate[1],string,2017-03-01
Swap_31,paymentDate[2],string,2016-09-01
Swap_31,rate[1],double,0.020000
Swap_31,rate[2],double,0.019934
Swap_31,spread[2],double,0.000000
Swap_31,startDate,string,2016-03-01
Swap_32,amount[1],double,200000.000000
Swap_32,amount[2],double,101885.706669
Swap_32,currentNotional[1],double,10000000.000000
Swap_32,currentNotional[2],double,10000000.000000
Swap_32,index[2],string,Euribor6M Actual/360
Swap_32,isPayer[1],bool,false
Swap_32,isPayer[2],bool,true
Swap_32,isdaAssetClass,string,Interest Rate
Swap_32,isdaBaseProduct,string,IR Swap
Swap_32,isdaSubProduct,string,Fixed Float
Swap_32,isdaTransaction,string,
Swap_32,legNPV[1],double,3266722.174761
Swap_32,legNPV[2],double,-3266119.689189
Swap_32,legType[1],string,Fixed
Swap_32,legType[2],string,Floating
Swap_32,notionalCurrency[1],string,EUR
Swap_32,notionalCurrency[2],string,EUR
Swap_32,originalNotional[1],double,10000000.000000
Swap_32,originalNotional[2],double,10000000.000000
Swap_32,paymentDate[1],string,2017-03-01
Swap_32,paymentDate[2],string,2016-09-01
Swap_32,rate[1],double,0.020000
Swap_32,rate[2],double,0.019934
Swap_32,spread[2],double,0.000000
Swap_32,startDate,string,2016-03-01
Swap_33,amount[1],double,200000.000000
Swap_33,amount[2],double,101885.706669
Swap_33,currentNotional[1],double,10000000.000000
Swap_33,currentNotional[2],double,10000000.000000
Swap_33,index[2],string,Euribor6M Actual/360
Swap_33,isPayer[1],bool,false
Swap_33,isPayer[2],bool,true
Swap_33,isdaAssetClass,string,Interest Rate
Swap_33,isdaBaseProduct,string,IR Swap
Swap_33,isdaSubProduct,string,Fixed Float
Swap_33,isdaTransaction,string,
Swap_33,legNPV[1],double,3266722.174761
Swap_33,legNPV[2],double,-3266119.689189
Swap_33,legType[1],string,Fixed
Swap_33,legType[2],string,Floating
Swap_33,notionalCurrency[1],string,EUR
Swap_33,notionalCurrency[2],string,EUR
Swap_33,originalNotional[1],double,10000000.000000
