Date,Scenario,Numeraire,DiscountCurve/EUR/0,DiscountCurve/EUR/1,DiscountCurve/EUR/2,DiscountCurve/EUR/3,DiscountCurve/EUR/4,DiscountCurve/EUR/5,DiscountCurve/EUR/6,DiscountCurve/EUR/7,DiscountCurve/EUR/8,DiscountCurve/EUR/9,DiscountCurve/EUR/10,DiscountCurve/EUR/11,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,IndexCurve/EUR-EONIA/0,IndexCurve/EUR-EONIA/1,IndexCurve/EUR-EONIA/2,IndexCurve/EUR-EONIA/3,IndexCurve/EUR-EONIA/4,IndexCurve/EUR-EONIA/5,IndexCurve/EUR-EONIA/6,IndexCurve/EUR-EONIA/7,IndexCurve/EUR-EONIA/8,IndexCurve/EUR-EONIA/9,IndexCurve/EUR-EONIA/10,IndexCurve/EUR-EONIA/11,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/EUR-EURIBOR-3M/8,IndexCurve/EUR-EURIBOR-3M/9,IndexCurve/EUR-EURIBOR-3M/10,IndexCurve/EUR-EURIBOR-3M/11,IndexCurve/EUR-EURIBOR-6M/0,IndexCurve/EUR-EURIBOR-6M/1,IndexCurve/EUR-EURIBOR-6M/2,IndexCurve/EUR-EURIBOR-6M/3,IndexCurve/EUR-EURIBOR-6M/4,IndexCurve/EUR-EURIBOR-6M/5,IndexCurve/EUR-EURIBOR-6M/6,IndexCurve/EUR-EURIBOR-6M/7,IndexCurve/EUR-EURIBOR-6M/8,IndexCurve/EUR-EURIBOR-6M/9,IndexCurve/EUR-EURIBOR-6M/10,IndexCurve/EUR-EURIBOR-6M/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-3M/6,IndexCurve/USD-LIBOR-3M/7,IndexCurve/USD-LIBOR-3M/8,IndexCurve/USD-LIBOR-3M/9,IndexCurve/USD-LIBOR-3M/10,IndexCurve/USD-LIBOR-3M/11,FXSpot/USDEUR/0
2015-12-27,1,1,1.00173288,1.00108576,0.99896746,1.00132186,1.00741245,1.01091951,1.01482496,1.02391018,0.99572009,0.94593063,0.89600906,0.83839271,1.0005784,1.00383489,0.99296256,0.99240814,0.99177181,0.9726561,0.95688708,0.92732823,0.83112405,0.743639,0.67197172,0.55346933,0.99793288,1.00088576,0.99966746,1.00152186,1.00211245,1.00691951,1.01702496,1.01651018,1.00072009,0.94653063,0.89530906,0.83479271,0.99791633,1.00224929,1.00315638,0.9987461,1.00569977,1.00480311,1.00826867,1.01447154,0.98685371,0.92808926,0.87834077,0.81313422,1.0015751,0.99776092,0.99768822,1.00317131,1.00194583,1.00455354,1.00458295,1.00266442,0.97617522,0.91637329,0.86482442,0.79985446,0.99954772,0.99806598,1.00130844,0.99938033,0.99569788,0.99103624,0.97428572,0.960753,0.89859753,0.83623236,0.77680241,0.6784885,0.99757541,0.99950458,1.00089206,1.00039153,0.99363467,0.9811239,0.96840372,0.9390871,0.86635584,0.79007315,0.71663731,0.5976995,0.8909
2015-12-28,1,1,1.00203288,1.00048576,1.00056746,0.99932186,1.00731245,1.01061951,1.01532496,1.02261018,0.99732009,0.94483063,0.89800906,0.83669271,1.0024784,1.00223489,0.99316256,0.99250814,0.99097181,0.9743561,0.95718708,0.92592823,0.83272405,0.742039,0.67057172,0.55176933,0.99793288,0.99928576,0.99946746,1.00072186,1.00241245,1.00831951,1.01702496,1.01691018,0.99882009,0.94673063,0.89550906,0.83379271,0.99911633,1.00084929,1.00165638,1.0001461,1.00519977,1.00630311,1.01016867,1.01537154,0.98835371,0.92758926,0.87814077,0.81433422,1.0017751,0.99806092,0.99648822,1.00137131,1.00364583,1.00595354,1.00558295,1.00446442,0.97487522,0.91547329,0.86502442,0.80055446,0.99994772,0.99986598,0.99970844,0.99768033,0.99499788,0.99053624,0.97588572,0.959553,0.89929753,0.83703236,0.77810241,0.6793885,0.99747541,0.99820458,1.00229206,0.99869153,0.99163467,0.9796239,0.96800372,0.9404871,0.86465584,0.79027315,0.71593731,0.5968995,0.8927
2015-12-29,1,1,1.00033288,1.00118576,1.00256746,1.00132186,1.00551245,1.01191951,1.01402496,1.02321018,0.99742009,0.94363063,0.89880906,0.83569271,1.0012784,1.00103489,0.99396256,0.99390814,0.98957181,0.9752561,0.95728708,0.92652823,0.83242405,0.743439,0.66987172,0.55166933,0.99843288,1.00078576,0.99996746,0.99902186,1.00191245,1.00761951,1.01622496,1.01811018,0.99942009,0.94523063,0.89690906,0.83529271,0.99981633,1.00024929,1.00255638,0.9994461,1.00329977,1.00730311,1.01096867,1.01457154,0.98945371,0.92748926,0.87944077,0.81243422,0.9999751,0.99806092,0.99828822,1.00317131,1.00284583,1.00585354,1.00508295,1.00626442,0.97617522,0.91667329,0.86592442,0.79935446,0.99824772,1.00116598,0.99870844,0.99648033,0.99489788,0.98973624,0.97678572,0.958153,0.90019753,0.83773236,0.77850241,0.6813885,0.99937541,0.99910458,1.00109206,0.99699153,0.99113467,0.9808239,0.96720372,0.9415871,0.86655584,0.78847315,0.71743731,0.5981995,0.8919
2015-12-30,1,1,0.99863288,0.99948576,1.00086746,1.00242186,1.00481245,1.01011951,1.01272496,1.02121018,0.99662009,0.94363063,0.89760906,0.83459271,1.0011784,1.00013489,0.99566256,0.99340814,0.98847181,0.9743561,0.95848708,0.92542823,0.83372405,0.744839,0.67147172,0.55226933,0.99833288,0.99948576,0.99896746,1.00072186,1.00281245,1.00941951,1.01482496,1.01931018,0.99932009,0.94543063,0.89640906,0.83569271,0.99861633,1.00134929,1.00185638,1.0012461,1.00439977,1.00730311,1.01056867,1.01347154,0.98835371,0.92818926,0.88024077,0.81043422,0.9994751,0.99906092,0.99998822,1.00247131,1.00174583,1.00385354,1.00558295,1.00566442,0.97417522,0.91487329,0.86512442,0.79835446,0.99874772,0.99996598,0.99690844,0.99678033,0.99429788,0.98883624,0.97708572,0.958253,0.90049753,0.83803236,0.78010241,0.6794885,1.00017541,1.00050458,0.99929206,0.99719153,0.98943467,0.9801239,0.96750372,0.9415871,0.86685584,0.78977315,0.71783731,0.5971995,0.892
2015-12-31,1,1,1.00013288,1.00028576,1.00086746,1.00182186,1.00401245,1.00891951,1.01382496,1.02041018,0.99782009,0.94463063,0.89610906,0.83419271,0.9996784,0.99913489,0.99706256,0.99370814,0.98707181,0.9733561,0.95878708,0.92512823,0.83232405,0.746339,0.67247172,0.55206933,1.00013288,1.00028576,1.00086746,1.00182186,1.00401245,1.00891951,1.01382496,1.02041018,0.99782009,0.94463063,0.89610906,0.83419271,1.00011633,1.00024929,1.00075638,1.0015461,1.00329977,1.00670311,1.01016867,1.01437154,0.98635371,0.92948926,0.87954077,0.81073422,1.0000751,1.00016092,1.00048822,1.00097131,1.00204583,1.00425354,1.00588295,1.00646442,0.97237522,0.91457329,0.86472442,0.79695446,0.99984772,0.99966598,0.99890844,0.99758033,0.99439788,0.98693624,0.97868572,0.959653,0.90109753,0.83823236,0.77870241,0.6790885,0.99967541,0.99930458,0.99789206,0.99559153,0.99053467,0.9796239,0.96780372,0.9415871,0.86575584,0.78837315,0.71683731,0.5980995,0.8929
2016-01-01,1,1,1.00013288,1.00028576,1.00086746,1.00182186,1.00401245,1.00891951,1.01382496,1.02041018,0.99782009,0.94463063,0.89610906,0.83419271,0.9996784,0.99913489,0.99706256,0.99370814,0.98707181,0.9733561,0.95878708,0.92512823,0.83232405,0.746339,0.67247172,0.55206933,1.00013288,1.00028576,1.00086746,1.00182186,1.00401245,1.00891951,1.01382496,1.02041018,0.99782009,0.94463063,0.89610906,0.83419271,1.00011633,1.00024929,1.00075638,1.0015461,1.00329977,1.00670311,1.01016867,1.01437154,0.98635371,0.92948926,0.87954077,0.81073422,1.0000751,1.00016092,1.00048822,1.00097131,1.00204583,1.00425354,1.00588295,1.00646442,0.97237522,0.91457329,0.86472442,0.79695446,0.99984772,0.99966598,0.99890844,0.99758033,0.99439788,0.98693624,0.97868572,0.959653,0.90109753,0.83823236,0.77870241,0.6790885,0.99967541,0.99930458,0.99789206,0.99559153,0.99053467,0.9796239,0.96780372,0.9415871,0.86575584,0.78837315,0.71683731,0.5980995,0.8929
2016-01-04,1,1,1.00013272,1.00028664,1.00088575,1.00184733,1.00399949,1.00872022,1.01330341,1.02023309,0.9960315,0.94112105,0.89142864,0.82740234,0.99970336,0.99915888,0.99708461,0.99372433,0.9869997,0.97293943,0.95821293,0.92523577,0.83053348,0.74206648,0.66721255,0.54552324,1.00013272,1.00028664,1.00088575,1.00184733,1.00399949,1.00872022,1.01330341,1.02023309,0.9960315,0.94112105,0.89142864,0.82740234,1.00011711,1.00025096,1.00076144,1.00157528,1.00332389,1.00686953,1.01026183,1.01421297,0.98462965,0.92656993,0.87527226,0.80397871,1.00007509,1.00016092,1.00048822,1.0009713,1.00206139,1.00443056,1.00598934,1.00636189,0.97078869,0.91162876,0.86061349,0.79058006,0.99984724,0.99966702,0.99892394,0.99758525,0.9944003,0.98706701,0.97889249,0.95998008,0.89964826,0.83452284,0.77361849,0.67183653,0.99967563,0.99930505,0.99789347,0.99557268,0.99048135,0.97969794,0.96799338,0.94196098,0.86435258,0.78487943,0.7121559,0.59170367,0.8961
2016-01-05,1,1,1.0001336,1.00028342,1.00089122,1.00185524,1.00413367,1.00933398,1.01466452,1.02325068,1.00129955,0.94850619,0.90047786,0.83978698,0.99970479,0.99911729,0.99714589,0.99387418,0.98735712,0.97423525,0.96073876,0.9294721,0.83619696,0.74998764,0.67500717,0.55373919,1.0001336,1.00028342,1.00089122,1.00185524,1.00413367,1.00933398,1.01466452,1.02325068,1.00129955,0.94850619,0.90047786,0.83978698,1.00011789,1.00025263,1.0007665,1.00160474,1.00348622,1.00722453,1.01103989,1.01638505,0.98984973,0.93345777,0.88420653,0.81565153,1.00007665,1.00016426,1.00049834,1.00099145,1.00222476,1.00478614,1.00678733,1.00846185,0.97582354,0.91852988,0.86901802,0.80137725,0.99984266,0.99966885,0.99895355,0.99768452,0.99449807,0.98794237,0.98071824,0.96332149,0.90603597,0.84198779,0.78136281,0.67994858,0.99967347,0.99930043,0.99787948,0.99555909,0.99059285,0.98057766,0.96974128,0.94524401,0.87048027,0.79189824,0.71928491,0.59885887,0.8882
2016-01-06,1,1,1.00013321,1.00028639,1.0008917,1.00185592,1.00414667,1.00927451,1.01454269,1.02221634,1.00211886,0.94806538,0.89991656,0.83900185,0.99971696,0.9991268,0.99724234,0.99393214,0.98746184,0.97439385,0.96050408,0.92897052,0.83888241,0.75141927,0.67679363,0.556188,1.00013321,1.00028639,1.0008917,1.00185592,1.00414667,1.00927451,1.01454269,1.02221634,1.00211886,0.94806538,0.89991656,0.83900185,1.00011789,1.00025263,1.0007665,1.00161099,1.00349082,1.00727399,1.01133753,1.01651023,0.99033693,0.93416091,0.88483138,0.81647464,1.00007704,1.0001651,1.00050087,1.00099649,1.00223086,1.0047963,1.00710111,1.00868606,0.97630639,0.91907621,0.86970247,0.80228257,0.9998423,0.99967146,0.99896325,0.99768984,0.99451796,0.98790761,0.98038086,0.96279958,0.9051413,0.8411782,0.7797923,0.67811809,0.99967623,0.99930634,0.99789738,0.99557429,0.99051817,0.98049442,0.96940953,0.9447922,0.87006865,0.79142578,0.7183883,0.59794327,0.8894
2016-01-07,1,1,1.0001323,1.00027974,1.00087644,1.00181278,1.00398242,1.00876253,1.01373072,1.02015223,0.99448655,0.93722262,0.88533968,0.81851577,0.99971915,0.99906475,0.99729599,0.99402138,0.98733446,0.97374076,0.95980223,0.92723528,0.8353573,0.74670893,0.67083455,0.5484974,1.0001323,1.00027974,1.00087644,1.00181278,1.00398242,1.00876253,1.01373072,1.02015223,0.99448655,0.93722262,0.88533968,0.81851577,1.00011827,1.00025346,1.00076904,1.00158321,1.00335587,1.00688223,1.01036884,1.0146063,0.98301522,0.92413241,0.87141875,0.79769187,1.00007821,1.0001676,1.00050847,1.00101161,1.00214171,1.00448417,1.00618549,1.00686905,0.96915448,0.90957703,0.85674268,0.78417757,0.99983616,0.99965777,0.99892466,0.99758573,0.99439083,0.98715084,0.97905455,0.96039912,0.89965605,0.83316814,0.76925723,0.664043,0.99967162,0.99929647,0.99786747,0.99552158,0.99044606,0.97969289,0.96809782,0.94244164,0.86504037,0.7845187,0.70983986,0.58668602,0.8879
