#fixingDate,fixingId,fixingValue
2015-02-25,EUR-EONIA,-0.0004600000
2015-02-26,EUR-EONIA,-0.0006200000
2015-02-27,EUR-EONIA,0.0006400000
2015-03-02,EUR-EONIA,-0.0005500000
2015-03-03,EUR-EONIA,-0.0006300000
2015-03-04,EUR-EONIA,-0.0006000000
2015-03-05,EUR-EONIA,-0.0005600000
2015-03-06,EUR-EONIA,-0.0006400000
2015-03-09,EUR-EONIA,-0.0006400000
2015-03-10,EUR-EONIA,-0.0006400000
2015-03-11,EUR-EONIA,-0.0005500000
2015-03-12,EUR-EONIA,-0.0005500000
2015-03-13,EUR-EONIA,-0.0004000000
2015-03-16,EUR-EONIA,-0.0005800000
2015-03-17,EUR-EONIA,-0.0004100000
2015-03-18,EUR-EONIA,-0.0005700000
2015-03-19,EUR-EONIA,-0.0004000000
2015-03-20,EUR-EONIA,-0.0005500000
2015-03-23,EUR-EONIA,-0.0004800000
2015-03-24,EUR-EONIA,-0.0005900000
2015-03-25,EUR-EONIA,-0.0006300000
2015-03-26,EUR-EONIA,-0.0005800000
2015-03-27,EUR-EONIA,-0.0005300000
2015-03-30,EUR-EONIA,-0.0005000000
2015-03-31,EUR-EONIA,0.0005000000
2015-04-01,EUR-EONIA,-0.0007000000
2015-04-02,EUR-EONIA,-0.0007900000
2015-04-07,EUR-EONIA,-0.0008000000
2015-04-08,EUR-EONIA,-0.0007400000
2015-04-09,EUR-EONIA,-0.0005600000
2015-04-10,EUR-EONIA,-0.0007000000
2015-04-13,EUR-EONIA,-0.0007200000
2015-04-14,EUR-EONIA,-0.0008900000
2015-04-15,EUR-EONIA,-0.0007400000
2015-04-16,EUR-EONIA,-0.0009300000
2015-04-17,EUR-EONIA,-0.0007300000
2015-04-20,EUR-EONIA,-0.0007900000
2015-04-21,EUR-EONIA,-0.0008400000
2015-04-22,EUR-EONIA,-0.0007700000
2015-04-23,EUR-EONIA,-0.0008000000
2015-04-24,EUR-EONIA,-0.0008100000
2015-04-27,EUR-EONIA,-0.0008100000
2015-04-28,EUR-EONIA,-0.0007900000
2015-04-29,EUR-EONIA,-0.0007200000
2015-04-30,EUR-EONIA,-0.0002700000
2015-05-04,EUR-EONIA,-0.0008400000
2015-05-05,EUR-EONIA,-0.0008500000
2015-05-06,EUR-EONIA,-0.0008800000
2015-05-07,EUR-EONIA,-0.0008900000
2015-05-08,EUR-EONIA,-0.0008700000
2015-05-11,EUR-EONIA,-0.0008900000
2015-05-12,EUR-EONIA,-0.0009100000
2015-05-13,EUR-EONIA,-0.0028700000
2015-05-14,EUR-EONIA,-0.0026600000
2015-05-15,EUR-EONIA,-0.0025410000
2015-05-18,EUR-EONIA,-0.0030460000
2015-05-19,EUR-EONIA,-0.0028220000
2015-05-20,EUR-EONIA,-0.0029480000
2015-05-21,EUR-EONIA,-0.0029480000
2015-05-22,EUR-EONIA,-0.0048300000
2015-05-25,EUR-EONIA,-0.0014300000
2015-05-26,EUR-EONIA,-0.0050550000
2015-05-27,EUR-EONIA,-0.0032820000
2015-05-28,EUR-EONIA,-0.0031550000
2015-05-29,EUR-EONIA,-0.0027240000
2015-06-01,EUR-EONIA,-0.0030570000
2015-06-02,EUR-EONIA,-0.0032410000
2015-06-03,EUR-EONIA,-0.0030000000
2015-06-04,EUR-EONIA,-0.0028980000
2015-06-05,EUR-EONIA,-0.0026780000
2015-06-08,EUR-EONIA,-0.0029280000
2015-06-09,EUR-EONIA,-0.0030620000
2015-06-10,EUR-EONIA,-0.0029940000
2015-06-11,EUR-EONIA,-0.0031030000
2015-06-12,EUR-EONIA,-0.0029620000
2015-06-15,EUR-EONIA,-0.0030920000
2015-06-16,EUR-EONIA,-0.0029480000
2015-06-17,EUR-EONIA,-0.0025240000
2015-06-18,EUR-EONIA,-0.0022590000
2015-06-19,EUR-EONIA,-0.0024030000
2015-06-22,EUR-EONIA,-0.0026000000
2015-06-23,EUR-EONIA,-0.0025220000
2015-06-24,EUR-EONIA,-0.0025590000
2015-06-25,EUR-EONIA,-0.0025060000
2015-06-26,EUR-EONIA,-0.0022950000
2015-06-29,EUR-EONIA,-0.0024110000
2015-06-30,EUR-EONIA,-0.0016500000
2015-07-01,EUR-EONIA,-0.0025400000
2015-07-02,EUR-EONIA,-0.0025810000
2015-07-03,EUR-EONIA,-0.0022520000
2015-07-06,EUR-EONIA,-0.0025130000
2015-07-07,EUR-EONIA,-0.0027010000
2015-07-08,EUR-EONIA,-0.0026960000
2015-07-09,EUR-EONIA,-0.0026990000
2015-07-10,EUR-EONIA,-0.0028910000
2015-07-13,EUR-EONIA,-0.0028390000
2015-07-14,EUR-EONIA,-0.0029920000
2015-07-15,EUR-EONIA,-0.0028560000
2015-07-16,EUR-EONIA,-0.0029720000
2015-07-17,EUR-EONIA,-0.0027590000
2015-07-20,EUR-EONIA,-0.0027240000
2015-07-21,EUR-EONIA,-0.0026410000
2015-07-22,EUR-EONIA,-0.0028130000
2015-07-23,EUR-EONIA,-0.0025430000
2015-07-24,EUR-EONIA,-0.0023360000
2015-07-27,EUR-EONIA,-0.0030780000
2015-07-28,EUR-EONIA,-0.0024910000
2015-07-29,EUR-EONIA,-0.0023670000
2015-07-30,EUR-EONIA,-0.0023250000
2015-07-31,EUR-EONIA,-0.0026310000
2015-08-03,EUR-EONIA,-0.0028430000
2015-08-04,EUR-EONIA,-0.0011000000
2015-08-05,EUR-EONIA,-0.0027940000
2015-08-06,EUR-EONIA,-0.0028160000
2015-08-07,EUR-EONIA,-0.0025520000
2015-08-10,EUR-EONIA,-0.0026400000
2015-08-11,EUR-EONIA,-0.0028400000
2015-08-12,EUR-EONIA,-0.0028090000
2015-08-13,EUR-EONIA,-0.0028060000
2015-08-14,EUR-EONIA,-0.0026260000
2015-08-17,EUR-EONIA,-0.0025350000
2015-08-18,EUR-EONIA,-0.0026360000
2015-08-19,EUR-EONIA,-0.0027750000
2015-08-20,EUR-EONIA,-0.0029390000
2015-08-21,EUR-EONIA,-0.0026000000
2015-08-24,EUR-EONIA,-0.0028220000
2015-08-25,EUR-EONIA,-0.0028170000
2015-08-26,EUR-EONIA,-0.0027980000
2015-08-27,EUR-EONIA,-0.0028990000
2015-08-28,EUR-EONIA,-0.0033350000
2015-08-31,EUR-EONIA,-0.0011000000
2015-09-01,EUR-EONIA,-0.0024820000
2015-09-02,EUR-EONIA,-0.0025420000
2015-09-03,EUR-EONIA,-0.0026080000
2015-09-04,EUR-EONIA,-0.0047510000
2015-09-07,EUR-EONIA,-0.0013600000
2015-09-08,EUR-EONIA,-0.0026180000
2015-09-09,EUR-EONIA,-0.0025590000
2015-09-10,EUR-EONIA,-0.0027120000
2015-09-11,EUR-EONIA,-0.0023730000
2015-09-14,EUR-EONIA,-0.0025560000
2015-09-15,EUR-EONIA,-0.0026320000
2015-09-16,EUR-EONIA,-0.0029070000
2015-09-17,EUR-EONIA,-0.0029220000
2015-09-18,EUR-EONIA,-0.0026050000
2015-09-21,EUR-EONIA,-0.0024520000
2015-09-22,EUR-EONIA,-0.0027760000
2015-09-23,EUR-EONIA,-0.0026570000
2015-09-24,EUR-EONIA,-0.0025950000
2015-09-25,EUR-EONIA,-0.0023130000
2015-09-28,EUR-EONIA,-0.0025190000
2015-09-29,EUR-EONIA,-0.0025840000
2015-09-30,EUR-EONIA,-0.0033660000
2015-10-01,EUR-EONIA,-0.0030460000
2015-10-02,EUR-EONIA,-0.0023350000
2015-10-05,EUR-EONIA,-0.0024100000
2015-10-06,EUR-EONIA,-0.0025650000
2015-10-07,EUR-EONIA,-0.0026700000
2015-10-08,EUR-EONIA,-0.0026040000
2015-10-09,EUR-EONIA,-0.0048580000
2015-10-12,EUR-EONIA,-0.0013400000
2015-10-13,EUR-EONIA,-0.0029380000
2015-10-14,EUR-EONIA,-0.0032350000
2015-10-15,EUR-EONIA,-0.0028450000
2015-10-16,EUR-EONIA,-0.0023880000
2015-10-19,EUR-EONIA,-0.0026620000
2015-10-20,EUR-EONIA,-0.0025020000
2015-10-21,EUR-EONIA,-0.0024400000
2015-10-22,EUR-EONIA,-0.0024130000
2015-10-23,EUR-EONIA,-0.0023950000
2015-10-26,EUR-EONIA,-0.0029530000
2015-10-27,EUR-EONIA,-0.0028830000
2015-10-28,EUR-EONIA,-0.0024860000
2015-10-29,EUR-EONIA,-0.0026880000
2015-10-30,EUR-EONIA,-0.0026040000
2015-11-02,EUR-EONIA,-0.0023140000
2015-11-03,EUR-EONIA,-0.0024250000
2015-11-04,EUR-EONIA,-0.0027790000
2015-11-05,EUR-EONIA,-0.0028890000
2015-11-06,EUR-EONIA,-0.0026800000
2015-11-09,EUR-EONIA,-0.0030210000
2015-11-10,EUR-EONIA,-0.0101650000
2015-11-11,EUR-EONIA,-0.0013100000
2015-11-12,EUR-EONIA,-0.0030630000
2015-11-13,EUR-EONIA,-0.0029090000
2015-11-16,EUR-EONIA,-0.0032950000
2015-11-17,EUR-EONIA,-0.0030240000
2015-11-18,EUR-EONIA,-0.0032800000
2015-11-19,EUR-EONIA,-0.0031350000
2015-11-20,EUR-EONIA,-0.0026570000
2015-11-23,EUR-EONIA,-0.0028720000
2015-11-24,EUR-EONIA,-0.0028300000
2015-11-25,EUR-EONIA,-0.0099100000
2015-11-26,EUR-EONIA,-0.0051260000
2015-11-27,EUR-EONIA,-0.0022460000
2015-11-30,EUR-EONIA,-0.0029550000
2015-12-01,EUR-EONIA,-0.0025700000
2015-12-02,EUR-EONIA,-0.0024840000
2015-12-03,EUR-EONIA,-0.0027800000
2015-12-04,EUR-EONIA,-0.0027390000
2015-12-07,EUR-EONIA,-0.0029540000
2015-12-08,EUR-EONIA,-0.0032370000
2015-12-09,EUR-EONIA,-0.0042540000
2015-12-10,EUR-EONIA,-0.0041750000
2015-12-11,EUR-EONIA,-0.0043200000
2015-12-14,EUR-EONIA,-0.0046900000
2015-12-15,EUR-EONIA,-0.0043770000
2015-12-16,EUR-EONIA,-0.0031460000
2015-12-17,EUR-EONIA,-0.0051050000
2015-12-18,EUR-EONIA,-0.0033880000
2015-12-21,EUR-EONIA,-0.0033360000
2015-12-22,EUR-EONIA,-0.0033090000
2015-12-23,EUR-EONIA,0.0028470000
2015-12-24,EUR-EONIA,-0.0024400000
2015-12-28,EUR-EONIA,-0.0023800000
2015-12-29,EUR-EONIA,-0.0059240000
2015-12-30,EUR-EONIA,-0.0043450000
2015-12-31,EUR-EONIA,-0.0081020000
2016-01-04,EUR-EONIA,-0.0038950000
2016-01-05,EUR-EONIA,-0.0034840000
2016-01-06,EUR-EONIA,-0.0040460000
2016-01-07,EUR-EONIA,-0.0037830000
2016-01-08,EUR-EONIA,-0.0041630000
2016-01-11,EUR-EONIA,-0.0042270000
2016-01-12,EUR-EONIA,-0.0042410000
2016-01-13,EUR-EONIA,-0.0040600000
2016-01-14,EUR-EONIA,-0.0041380000
2016-01-15,EUR-EONIA,-0.0067630000
2016-01-18,EUR-EONIA,-0.0040380000
2016-01-19,EUR-EONIA,-0.0038820000
2016-01-20,EUR-EONIA,-0.0039340000
2016-01-21,EUR-EONIA,-0.0037120000
2016-01-22,EUR-EONIA,-0.0035270000
2016-01-25,EUR-EONIA,-0.0043060000
2016-01-26,EUR-EONIA,-0.0049510000
2016-01-27,EUR-EONIA,-0.0042260000
2016-01-28,EUR-EONIA,-0.0036210000
2016-01-29,EUR-EONIA,-0.0036640000
2016-02-01,EUR-EONIA,-0.0039310000
2016-02-02,EUR-EONIA,-0.0040260000
2016-02-03,EUR-EONIA,-0.0040790000
2016-02-04,EUR-EONIA,-0.0040370000
2015-02-02,EUR-EURIBOR-1M,0.0000300000
2015-02-03,EUR-EURIBOR-1M,0.0000100000
2015-02-04,EUR-EURIBOR-1M,0.0000100000
2015-02-05,EUR-EURIBOR-1M,0.0000000000
2015-02-06,EUR-EURIBOR-1M,0.0000200000
2015-02-09,EUR-EURIBOR-1M,-0.0000100000
2015-02-10,EUR-EURIBOR-1M,0.0000000000
2015-02-11,EUR-EURIBOR-1M,0.0000100000
2015-02-12,EUR-EURIBOR-1M,0.0000200000
2015-02-13,EUR-EURIBOR-1M,0.0000200000
2015-02-16,EUR-EURIBOR-1M,0.0000100000
2015-02-17,EUR-EURIBOR-1M,0.0000100000
2015-02-18,EUR-EURIBOR-1M,0.0000000000
2015-02-19,EUR-EURIBOR-1M,0.0000000000
2015-02-20,EUR-EURIBOR-1M,0.0000100000
2015-02-23,EUR-EURIBOR-1M,0.0000100000
2015-02-24,EUR-EURIBOR-1M,0.0000100000
2015-02-25,EUR-EURIBOR-1M,0.0000100000
2015-02-26,EUR-EURIBOR-1M,-0.0000400000
2015-02-27,EUR-EURIBOR-1M,-0.0000500000
2015-03-02,EUR-EURIBOR-1M,-0.0000500000
2015-03-03,EUR-EURIBOR-1M,-0.0000600000
2015-03-04,EUR-EURIBOR-1M,-0.0000600000
2015-03-05,EUR-EURIBOR-1M,-0.0000700000
2015-03-06,EUR-EURIBOR-1M,-0.0000800000
2015-03-09,EUR-EURIBOR-1M,-0.0000800000
2015-03-10,EUR-EURIBOR-1M,-0.0000900000
2015-03-11,EUR-EURIBOR-1M,-0.0001100000
2015-03-12,EUR-EURIBOR-1M,-0.0000900000
2015-03-13,EUR-EURIBOR-1M,-0.0001000000
2015-03-16,EUR-EURIBOR-1M,-0.0001100000
2015-03-17,EUR-EURIBOR-1M,-0.0001200000
2015-03-18,EUR-EURIBOR-1M,-0.0001100000
2015-03-19,EUR-EURIBOR-1M,-0.0001100000
2015-03-20,EUR-EURIBOR-1M,-0.0001400000
2015-03-23,EUR-EURIBOR-1M,-0.0001200000
2015-03-24,EUR-EURIBOR-1M,-0.0001200000
2015-03-25,EUR-EURIBOR-1M,-0.0001200000
2015-03-26,EUR-EURIBOR-1M,-0.0001200000
2015-03-27,EUR-EURIBOR-1M,-0.0001200000
2015-03-30,EUR-EURIBOR-1M,-0.0001400000
2015-03-31,EUR-EURIBOR-1M,-0.0001500000
2015-04-01,EUR-EURIBOR-1M,-0.0001700000
2015-04-02,EUR-EURIBOR-1M,-0.0001900000
2015-04-07,EUR-EURIBOR-1M,-0.0002100000
2015-04-08,EUR-EURIBOR-1M,-0.0002100000
2015-04-09,EUR-EURIBOR-1M,-0.0002200000
2015-04-10,EUR-EURIBOR-1M,-0.0002200000
2015-04-13,EUR-EURIBOR-1M,-0.0002400000
2015-04-14,EUR-EURIBOR-1M,-0.0002500000
2015-04-15,EUR-EURIBOR-1M,-0.0002900000
2015-04-16,EUR-EURIBOR-1M,-0.0003200000
2015-04-17,EUR-EURIBOR-1M,-0.0003300000
2015-04-20,EUR-EURIBOR-1M,-0.0003200000
2015-04-21,EUR-EURIBOR-1M,-0.0003400000
2015-04-22,EUR-EURIBOR-1M,-0.0003400000
2015-04-23,EUR-EURIBOR-1M,-0.0003400000
2015-04-24,EUR-EURIBOR-1M,-0.0003400000
2015-04-27,EUR-EURIBOR-1M,-0.0003400000
2015-04-28,EUR-EURIBOR-1M,-0.0003400000
2015-04-29,EUR-EURIBOR-1M,-0.0003800000
2015-04-30,EUR-EURIBOR-1M,-0.0004000000
2015-05-04,EUR-EURIBOR-1M,-0.0004200000
2015-05-05,EUR-EURIBOR-1M,-0.0004300000
2015-05-06,EUR-EURIBOR-1M,-0.0004300000
2015-05-07,EUR-EURIBOR-1M,-0.0004300000
2015-05-08,EUR-EURIBOR-1M,-0.0004400000
2015-05-11,EUR-EURIBOR-1M,-0.0004500000
2015-05-12,EUR-EURIBOR-1M,-0.0004800000
2015-05-13,EUR-EURIBOR-1M,-0.0004800000
2015-05-14,EUR-EURIBOR-1M,-0.0004900000
2015-05-15,EUR-EURIBOR-1M,-0.0005000000
2015-05-18,EUR-EURIBOR-1M,-0.0005100000
2015-05-19,EUR-EURIBOR-1M,-0.0005200000
2015-05-20,EUR-EURIBOR-1M,-0.0005200000
2015-05-21,EUR-EURIBOR-1M,-0.0005200000
2015-05-22,EUR-EURIBOR-1M,-0.0005200000
2015-05-25,EUR-EURIBOR-1M,-0.0005300000
2015-05-26,EUR-EURIBOR-1M,-0.0005400000
2015-05-27,EUR-EURIBOR-1M,-0.0005400000
2015-05-28,EUR-EURIBOR-1M,-0.0005800000
2015-05-29,EUR-EURIBOR-1M,-0.0005900000
2015-06-01,EUR-EURIBOR-1M,-0.0005700000
2015-06-02,EUR-EURIBOR-1M,-0.0006000000
2015-06-03,EUR-EURIBOR-1M,-0.0006100000
2015-06-04,EUR-EURIBOR-1M,-0.0006200000
2015-06-05,EUR-EURIBOR-1M,-0.0006300000
2015-06-08,EUR-EURIBOR-1M,-0.0006300000
2015-06-09,EUR-EURIBOR-1M,-0.0006300000
2015-06-10,EUR-EURIBOR-1M,-0.0006300000
2015-06-11,EUR-EURIBOR-1M,-0.0006200000
2015-06-12,EUR-EURIBOR-1M,-0.0006400000
2015-06-15,EUR-EURIBOR-1M,-0.0006400000
2015-06-16,EUR-EURIBOR-1M,-0.0006400000
2015-06-17,EUR-EURIBOR-1M,-0.0006400000
2015-06-18,EUR-EURIBOR-1M,-0.0006300000
2015-06-19,EUR-EURIBOR-1M,-0.0006400000
2015-06-22,EUR-EURIBOR-1M,-0.0006500000
2015-06-23,EUR-EURIBOR-1M,-0.0006600000
2015-06-24,EUR-EURIBOR-1M,-0.0006600000
2015-06-25,EUR-EURIBOR-1M,-0.0006600000
2015-06-26,EUR-EURIBOR-1M,-0.0006600000
2015-06-29,EUR-EURIBOR-1M,-0.0006400000
2015-06-30,EUR-EURIBOR-1M,-0.0006400000
2015-07-01,EUR-EURIBOR-1M,-0.0006400000
2015-07-02,EUR-EURIBOR-1M,-0.0006600000
2015-07-03,EUR-EURIBOR-1M,-0.0006700000
2015-07-06,EUR-EURIBOR-1M,-0.0006800000
2015-07-07,EUR-EURIBOR-1M,-0.0006900000
2015-07-08,EUR-EURIBOR-1M,-0.0007100000
2015-07-09,EUR-EURIBOR-1M,-0.0007100000
2015-07-10,EUR-EURIBOR-1M,-0.0007100000
2015-07-13,EUR-EURIBOR-1M,-0.0007100000
2015-07-14,EUR-EURIBOR-1M,-0.0007100000
2015-07-15,EUR-EURIBOR-1M,-0.0007200000
2015-07-16,EUR-EURIBOR-1M,-0.0007100000
2015-07-17,EUR-EURIBOR-1M,-0.0007200000
2015-07-20,EUR-EURIBOR-1M,-0.0007300000
2015-07-21,EUR-EURIBOR-1M,-0.0007300000
2015-07-22,EUR-EURIBOR-1M,-0.0007300000
2015-07-23,EUR-EURIBOR-1M,-0.0007300000
2015-07-24,EUR-EURIBOR-1M,-0.0007400000
2015-07-27,EUR-EURIBOR-1M,-0.0007400000
2015-07-28,EUR-EURIBOR-1M,-0.0007300000
2015-07-29,EUR-EURIBOR-1M,-0.0007400000
2015-07-30,EUR-EURIBOR-1M,-0.0007400000
2015-07-31,EUR-EURIBOR-1M,-0.0007500000
2015-08-03,EUR-EURIBOR-1M,-0.0007800000
2015-08-04,EUR-EURIBOR-1M,-0.0007900000
2015-08-05,EUR-EURIBOR-1M,-0.0007900000
2015-08-06,EUR-EURIBOR-1M,-0.0008000000
2015-08-07,EUR-EURIBOR-1M,-0.0008100000
2015-08-10,EUR-EURIBOR-1M,-0.0008200000
2015-08-11,EUR-EURIBOR-1M,-0.0008200000
2015-08-12,EUR-EURIBOR-1M,-0.0008300000
2015-08-13,EUR-EURIBOR-1M,-0.0008400000
2015-08-14,EUR-EURIBOR-1M,-0.0008500000
2015-08-17,EUR-EURIBOR-1M,-0.0008800000
2015-08-18,EUR-EURIBOR-1M,-0.0008900000
2015-08-19,EUR-EURIBOR-1M,-0.0008900000
2015-08-20,EUR-EURIBOR-1M,-0.0009100000
2015-08-21,EUR-EURIBOR-1M,-0.0009200000
2015-08-24,EUR-EURIBOR-1M,-0.0009400000
2015-08-25,EUR-EURIBOR-1M,-0.0009600000
2015-08-26,EUR-EURIBOR-1M,-0.0009800000
2015-08-27,EUR-EURIBOR-1M,-0.0009900000
2015-08-28,EUR-EURIBOR-1M,-0.0009800000
2015-08-31,EUR-EURIBOR-1M,-0.0009800000
2015-09-01,EUR-EURIBOR-1M,-0.0009900000
2015-09-02,EUR-EURIBOR-1M,-0.0010200000
2015-09-03,EUR-EURIBOR-1M,-0.0010300000
2015-09-04,EUR-EURIBOR-1M,-0.0010400000
2015-09-07,EUR-EURIBOR-1M,-0.0010400000
2015-09-08,EUR-EURIBOR-1M,-0.0010400000
2015-09-09,EUR-EURIBOR-1M,-0.0010400000
2015-09-10,EUR-EURIBOR-1M,-0.0010300000
2015-09-11,EUR-EURIBOR-1M,-0.0010400000
2015-09-14,EUR-EURIBOR-1M,-0.0010400000
2015-09-15,EUR-EURIBOR-1M,-0.0010400000
2015-09-16,EUR-EURIBOR-1M,-0.0010300000
2015-09-17,EUR-EURIBOR-1M,-0.0010300000
2015-09-18,EUR-EURIBOR-1M,-0.0010200000
2015-09-21,EUR-EURIBOR-1M,-0.0010400000
2015-09-22,EUR-EURIBOR-1M,-0.0010300000
2015-09-23,EUR-EURIBOR-1M,-0.0010700000
2015-09-24,EUR-EURIBOR-1M,-0.0010900000
2015-09-25,EUR-EURIBOR-1M,-0.0011100000
2015-09-28,EUR-EURIBOR-1M,-0.0011100000
2015-09-29,EUR-EURIBOR-1M,-0.0011300000
2015-09-30,EUR-EURIBOR-1M,-0.0011300000
2015-10-01,EUR-EURIBOR-1M,-0.0011300000
2015-10-02,EUR-EURIBOR-1M,-0.0011300000
2015-10-05,EUR-EURIBOR-1M,-0.0011300000
2015-10-06,EUR-EURIBOR-1M,-0.0011200000
2015-10-07,EUR-EURIBOR-1M,-0.0011300000
2015-10-08,EUR-EURIBOR-1M,-0.0011400000
2015-10-09,EUR-EURIBOR-1M,-0.0011300000
2015-10-12,EUR-EURIBOR-1M,-0.0011300000
2015-10-13,EUR-EURIBOR-1M,-0.0011300000
2015-10-14,EUR-EURIBOR-1M,-0.0011300000
2015-10-15,EUR-EURIBOR-1M,-0.0011400000
2015-10-16,EUR-EURIBOR-1M,-0.0011600000
2015-10-19,EUR-EURIBOR-1M,-0.0011700000
2015-10-20,EUR-EURIBOR-1M,-0.0011700000
2015-10-21,EUR-EURIBOR-1M,-0.0011800000
2015-10-22,EUR-EURIBOR-1M,-0.0011800000
2015-10-23,EUR-EURIBOR-1M,-0.0011900000
2015-10-26,EUR-EURIBOR-1M,-0.0011900000
2015-10-27,EUR-EURIBOR-1M,-0.0011900000
2015-10-28,EUR-EURIBOR-1M,-0.0011900000
2015-10-29,EUR-EURIBOR-1M,-0.0011900000
2015-10-30,EUR-EURIBOR-1M,-0.0011900000
2015-11-02,EUR-EURIBOR-1M,-0.0011900000
2015-11-03,EUR-EURIBOR-1M,-0.0012100000
2015-11-04,EUR-EURIBOR-1M,-0.0012200000
2015-11-05,EUR-EURIBOR-1M,-0.0012300000
2015-11-06,EUR-EURIBOR-1M,-0.0012400000
2015-11-09,EUR-EURIBOR-1M,-0.0012500000
2015-11-10,EUR-EURIBOR-1M,-0.0012900000
2015-11-11,EUR-EURIBOR-1M,-0.0013200000
2015-11-12,EUR-EURIBOR-1M,-0.0013600000
2015-11-13,EUR-EURIBOR-1M,-0.0013700000
2015-11-16,EUR-EURIBOR-1M,-0.0013900000
2015-11-17,EUR-EURIBOR-1M,-0.0014400000
2015-11-18,EUR-EURIBOR-1M,-0.0014600000
2015-11-19,EUR-EURIBOR-1M,-0.0014900000
2015-11-20,EUR-EURIBOR-1M,-0.0015100000
2015-11-23,EUR-EURIBOR-1M,-0.0015500000
2015-11-24,EUR-EURIBOR-1M,-0.0015700000
2015-11-25,EUR-EURIBOR-1M,-0.0015600000
2015-11-26,EUR-EURIBOR-1M,-0.0016100000
2015-11-27,EUR-EURIBOR-1M,-0.0016000000
2015-11-30,EUR-EURIBOR-1M,-0.0016100000
2015-12-01,EUR-EURIBOR-1M,-0.0016100000
2015-12-02,EUR-EURIBOR-1M,-0.0016400000
2015-12-03,EUR-EURIBOR-1M,-0.0017100000
2015-12-04,EUR-EURIBOR-1M,-0.0017100000
2015-12-07,EUR-EURIBOR-1M,-0.0017500000
2015-12-08,EUR-EURIBOR-1M,-0.0017800000
2015-12-09,EUR-EURIBOR-1M,-0.0018100000
2015-12-10,EUR-EURIBOR-1M,-0.0018600000
2015-12-11,EUR-EURIBOR-1M,-0.0018900000
2015-12-14,EUR-EURIBOR-1M,-0.0019100000
2015-12-15,EUR-EURIBOR-1M,-0.0019400000
2015-12-16,EUR-EURIBOR-1M,-0.0019600000
2015-12-17,EUR-EURIBOR-1M,-0.0019800000
2015-12-18,EUR-EURIBOR-1M,-0.0019900000
2015-12-21,EUR-EURIBOR-1M,-0.0020000000
2015-12-22,EUR-EURIBOR-1M,-0.0020100000
2015-12-23,EUR-EURIBOR-1M,-0.0020100000
2015-12-24,EUR-EURIBOR-1M,-0.0020100000
2015-12-28,EUR-EURIBOR-1M,-0.0019900000
2015-12-29,EUR-EURIBOR-1M,-0.0020200000
2015-12-30,EUR-EURIBOR-1M,-0.0020600000
2015-12-31,EUR-EURIBOR-1M,-0.0020500000
2016-01-04,EUR-EURIBOR-1M,-0.0021000000
2016-01-05,EUR-EURIBOR-1M,-0.0021100000
2016-01-06,EUR-EURIBOR-1M,-0.0021400000
2016-01-07,EUR-EURIBOR-1M,-0.0021800000
2016-01-08,EUR-EURIBOR-1M,-0.0021800000
2016-01-11,EUR-EURIBOR-1M,-0.0021900000
2016-01-12,EUR-EURIBOR-1M,-0.0022000000
2016-01-13,EUR-EURIBOR-1M,-0.0022000000
2016-01-14,EUR-EURIBOR-1M,-0.0022100000
2016-01-15,EUR-EURIBOR-1M,-0.0022100000
2016-01-18,EUR-EURIBOR-1M,-0.0022200000
2016-01-19,EUR-EURIBOR-1M,-0.0022200000
2016-01-20,EUR-EURIBOR-1M,-0.0022500000
