#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
43,0.570676,0.006635,0.012374,799800.350523,0.000000,1773740.448606,1852580.809479,1131690.917907,2096519.677726
44,0.571149,-0.017810,0.009633,994789.984318,0.000000,1773740.448606,1852580.809479,-278307.302616,2096519.677726
45,0.571569,0.004520,0.008326,805168.146829,1629025.468632,1773740.448606,1852580.809479,258058.978310,2096519.677726
46,0.572063,0.009381,0.017461,807130.826495,0.000000,1773740.448606,1852580.809479,-515425.785804,2096519.677726
47,0.574648,0.011887,0.037441,891426.095437,0.000000,1773740.448606,1852580.809479,173096.345572,2096519.677726
48,0.575853,0.006480,0.041800,959871.521237,0.000000,1773740.448606,1852580.809479,336309.381747,2096519.677726
49,0.579546,0.006674,0.026373,912760.394524,0.000000,1773740.448606,1852580.809479,-708041.524790,2096519.677726
50,0.580843,-0.007102,0.033655,1053164.609472,0.000000,1773740.448606,1852580.809479,300450.399064,2096519.677726
51,0.580873,0.016783,0.032629,861966.128479,0.000000,1773740.448606,1852580.809479,-404125.740189,2096519.677726
52,0.580959,0.023150,0.048348,878117.550601,0.000000,1773740.448606,1852580.809479,175451.639334,2096519.677726
53,0.581502,0.001489,0.032406,988310.605489,0.000000,1773740.448606,1852580.809479,722543.643196,2096519.677726
54,0.583826,0.015231,0.041242,928309.993239,0.000000,1773740.448606,1852580.809479,-88286.324384,2096519.677726
55,0.584801,0.001448,0.025124,975681.946771,0.000000,1773740.448606,1852580.809479,-1348429.639460,2096519.677726
56,0.584870,0.010545,0.005101,812183.218835,0.000000,1773740.448606,1852580.809479,-96267.975410,2096519.677726
57,0.589401,0.001777,0.034054,1029901.383627,1640385.003100,1773740.448606,1852580.809479,151686.161210,2096519.677726
58,0.590751,-0.010717,-0.001481,991674.373896,1641252.925892,1773740.448606,1852580.809479,-722439.703731,2096519.677726
59,0.591645,0.002915,0.002797,905984.790537,0.000000,1773740.448606,1852580.809479,-260723.734959,2096519.677726
60,0.592717,-0.001670,0.038217,1084713.224711,0.000000,1773740.448606,1852580.809479,13487.984878,2096519.677726
61,0.596648,-0.000081,0.031849,1067954.392212,0.000000,1773740.448606,1852580.809479,146673.166939,2096519.677726
62,0.597557,-0.011206,0.008593,1065095.593448,0.000000,1773740.448606,1852580.809479,-683771.670240,2096519.677726
63,0.597773,0.015030,0.013202,882487.092653,1645787.270849,1773740.448606,1852580.809479,-120976.260448,2096519.677726
64,0.598076,0.000102,0.031277,1070949.648940,0.000000,1773740.448606,1852580.809479,-396541.546900,2096519.677726
65,0.600050,-0.005682,0.017317,1069345.295703,0.000000,1773740.448606,1852580.809479,-1030183.697815,2096519.677726
66,0.600983,0.002871,0.016308,1008049.933378,0.000000,1773740.448606,1852580.809479,888096.210176,2096519.677726
67,0.601817,0.001136,0.023107,1050375.700911,1648413.460294,1773740.448606,1852580.809479,-360176.920382,2096519.677726
68,0.602491,0.009994,0.034882,1033832.541299,1648852.370859,1773740.448606,1852580.809479,-257048.022037,2096519.677726
69,0.603479,-0.006115,-0.015256,963433.591867,0.000000,1773740.448606,1852580.809479,-425980.438929,2096519.677726
70,0.605302,-0.011428,0.016044,1126902.861984,0.000000,1773740.448606,1852580.809479,575871.506847,2096519.677726
71,0.606076,0.000592,0.017584,1053067.548076,0.000000,1773740.448606,1852580.809479,59030.948866,2096519.677726
72,0.609404,-0.018038,0.020761,1202130.482851,0.000000,1773740.448606,1852580.809479,-424643.096920,2096519.677726
73,0.610284,0.013981,0.040378,1061270.151257,0.000000,1773740.448606,1852580.809479,-37614.985008,2096519.677726
74,0.611467,0.018768,0.013263,924057.095222,0.000000,1773740.448606,1852580.809479,-193512.361254,2096519.677726
75,0.611877,-0.019528,-0.002320,1144865.779846,0.000000,1773740.448606,1852580.809479,1316040.862384,2096519.677726
76,0.613774,0.008271,0.013153,1016150.705834,0.000000,1773740.448606,1852580.809479,53.011795,2096519.677726
77,0.617023,0.009210,0.030102,1087153.897200,0.000000,1773740.448606,1852580.809479,340703.063199,2096519.677726
78,0.618571,0.008740,0.024091,1075536.531856,0.000000,1773740.448606,1852580.809479,-579302.029595,2096519.677726
79,0.619944,0.000391,0.005208,1071272.963806,0.000000,1773740.448606,1852580.809479,-63431.686381,2096519.677726
80,0.621992,0.001175,0.013854,1105879.735988,1661683.183059,1773740.448606,1852580.809479,164594.061072,2096519.677726
81,0.622644,0.019067,0.019275,1001520.762526,0.000000,1773740.448606,1852580.809479,-1396909.248966,2096519.677726
82,0.623766,0.007206,0.030169,1129986.938516,0.000000,1773740.448606,1852580.809479,-429057.251480,2096519.677726
83,0.625044,0.016233,0.042591,1118333.688543,0.000000,1773740.448606,1852580.809479,256146.251472,2096519.677726
84,0.625147,-0.011988,-0.007161,1134193.960224,1663784.470410,1773740.448606,1852580.809479,14260.108776,2096519.677726
85,0.625164,-0.001292,0.017167,1147236.359697,0.000000,1773740.448606,1852580.809479,-347411.515150,2096519.677726
86,0.626169,-0.005968,0.012583,1166226.646436,0.000000,1773740.448606,1852580.809479,-277013.667763,2096519.677726
87,0.626717,-0.003559,-0.014439,1057368.408323,0.000000,1773740.448606,1852580.809479,455098.884121,2096519.677726
88,0.628514,0.002538,0.008043,1104242.930299,0.000000,1773740.448606,1852580.809479,-233115.259821,2096519.677726
89,0.630100,-0.001824,0.005508,1131431.465095,1667098.584756,1773740.448606,1852580.809479,392096.911188,2096519.677726
90,0.630713,0.007617,0.039360,1186941.568876,0.000000,1773740.448606,1852580.809479,134147.113916,2096519.677726
91,0.630965,0.003390,0.019754,1149548.589541,0.000000,1773740.448606,1852580.809479,424439.340840,2096519.677726
92,0.632674,0.014609,0.002531,1017268.218364,0.000000,1773740.448606,1852580.809479,540443.198253,2096519.677726
93,0.634865,-0.002412,0.020032,1203304.409103,0.000000,1773740.448606,1852580.809479,733331.409318,2096519.677726
94,0.635024,-0.008118,-0.007961,1147317.397958,0.000000,1773740.448606,1852580.809479,-1035577.621241,2096519.677726
95,0.636040,0.006644,0.009087,1112530.250081,0.000000,1773740.448606,1852580.809479,724706.505589,2096519.677726
96,0.637288,-0.003890,0.001582,1161497.764855,1671941.057302,1773740.448606,1852580.809479,-640087.027709,2096519.677726
97,0.638293,-0.003842,-0.017057,1101044.200451,0.000000,1773740.448606,1852580.809479,-73718.054299,2096519.677726
98,0.638353,0.011218,-0.008724,1025661.880083,0.000000,1773740.448606,1852580.809479,170668.557971,2096519.677726
99,0.638917,0.005199,0.036727,1225901.754067,0.000000,1773740.448606,1852580.809479,753534.976184,2096519.677726
100,0.639725,0.000757,0.020025,1202790.813918,0.000000,1773740.448606,1852580.809479,-207558.964525,2096519.677726
101,0.641146,0.008351,0.010728,1128563.638921,0.000000,1773740.448606,1852580.809479,325976.011820,2096519.677726
102,0.641256,-0.004603,0.026627,1262274.276344,0.000000,1773740.448606,1852580.809479,634124.982628,2096519.677726
103,0.641516,-0.015890,-0.010955,1213069.158472,0.000000,1773740.448606,1852580.809479,102730.595346,2096519.677726
104,0.641824,0.002703,0.031736,1236543.760662,1675017.083687,1773740.448606,1852580.809479,-811295.351373,2096519.677726
105,0.644774,-0.001214,0.021947,1240766.949258,0.000000,1773740.448606,1852580.809479,-313727.227916,2096519.677726
106,0.645056,-0.003858,0.010465,1221532.599955,0.000000,1773740.448606,1852580.809479,-424984.394023,2096519.677726
107,0.645360,0.012435,0.027153,1175134.043846,0.000000,1773740.448606,1852580.809479,-346596.482371,2096519.677726
108,0.649642,-0.006392,0.012334,1260373.803090,0.000000,1773740.448606,1852580.809479,-1390728.381364,2096519.677726
109,0.650522,0.002475,-0.019395,1102703.463592,0.000000,1773740.448606,1852580.809479,972085.444034,2096519.677726
110,0.651186,-0.000450,-0.002561,1182254.624695,0.000000,1773740.448606,1852580.809479,262905.790818,2096519.677726
111,0.653196,-0.002490,0.018021,1268209.204345,0.000000,1773740.448606,1852580.809479,-288018.852956,2096519.677726
112,0.653654,0.011135,0.007317,1150917.685020,0.000000,1773740.448606,1852580.809479,74978.172139,2096519.677726
113,0.653675,0.015740,0.022091,1170959.328680,0.000000,1773740.448606,1852580.809479,710625.875192,2096519.677726
114,0.654546,-0.005259,0.030854,1327798.074976,0.000000,1773740.448606,1852580.809479,595480.396350,2096519.677726
115,0.656008,0.012854,0.023311,1202601.264525,0.000000,1773740.448606,1852580.809479,1165709.009433,2096519.677726
116,0.656114,-0.003968,0.007239,1254642.159608,0.000000,1773740.448606,1852580.809479,674704.519832,2096519.677726
117,0.656892,0.001938,0.039014,1319550.016230,0.000000,1773740.448606,1852580.809479,-637020.820845,2096519.677726
118,0.657653,-0.005058,0.005135,1260448.792057,0.000000,1773740.448606,1852580.809479,675840.761635,2096519.677726
119,0.658389,-0.010315,0.014349,1321609.303067,1686393.217358,1773740.448606,1852580.809479,80895.625115,2096519.677726
120,0.658456,0.020544,0.020384,1153838.968084,0.000000,1773740.448606,1852580.809479,728004.762218,2096519.677726
121,0.658573,-0.007150,0.001243,1264314.056205,0.000000,1773740.448606,1852580.809479,-587352.828977,2096519.677726
122,0.660222,0.001119,0.004761,1231919.094806,0.000000,1773740.448606,1852580.809479,444275.177442,2096519.677726
123,0.661262,0.009204,0.041063,1299962.154930,0.000000,1773740.448606,1852580.809479,1071280.672264,2096519.677726
124,0.661531,-0.005259,0.030997,1353087.650162,0.000000,1773740.448606,1852580.809479,159882.045462,2096519.677726
125,0.662039,-0.007771,0.024946,1351336.954005,0.000000,1773740.448606,1852580.809479,-256327.474487,2096519.677726
126,0.663400,0.000262,0.033981,1337589.614353,0.000000,1773740.448606,1852580.809479,-670729.184130,2096519.677726
127,0.664623,0.017081,0.042504,1270836.677827,1690732.817565,1773740.448606,1852580.809479,-182921.621366,2096519.677726
128,0.664835,-0.016783,-0.006016,1321403.749218,1690881.317351,1773740.448606,1852580.809479,1010820.973612,2096519.677726
129,0.666194,0.017873,0.036115,1252280.244215,1691831.857846,1773740.448606,1852580.809479,377091.738169,2096519.677726
130,0.666441,0.000432,0.019163,1303776.675321,0.000000,1773740.448606,1852580.809479,57948.778576,2096519.677726
131,0.667925,0.014116,0.015928,1217938.909068,0.000000,1773740.448606,1852580.809479,72592.431639,2096519.677726
132,0.669777,-0.005283,0.039535,1405925.046838,0.000000,1773740.448606,1852580.809479,631817.528740,2096519.677726
133,0.669830,0.004311,-0.006138,1215022.938694,0.000000,1773740.448606,1852580.809479,-52051.067251,2096519.677726
134,0.670144,-0.018480,-0.002523,1359974.020498,0.000000,1773740.448606,1852580.809479,-922235.335199,2096519.677726
135,0.671578,-0.001524,0.048484,1416805.500033,0.000000,1773740.448606,1852580.809479,-415023.731144,2096519.677726
136,0.672945,0.001585,0.008597,1289207.238103,0.000000,1773740.448606,1852580.809479,539418.662495,2096519.677726
137,0.673747,-0.005838,0.031020,1398680.323149,0.000000,1773740.448606,1852580.809479,-114603.707319,2096519.677726
138,0.673794,0.021886,0.021141,1209762.741772,0.000000,1773740.448606,1852580.809479,605482.677826,2096519.677726
139,0.674691,-0.007845,-0.004229,1311491.353935,0.000000,1773740.448606,1852580.809479,339071.277432,2096519.677726
140,0.674918,0.004232,0.029968,1344674.616674,0.000000,1773740.448606,1852580.809479,233622.890591,2096519.677726
141,0.675998,0.001672,0.025413,1349547.945186,0.000000,1773740.448606,1852580.809479,-172004.954832,2096519.677726
142,0.676414,0.008947,0.011434,1267618.387603,0.000000,1773740.448606,1852580.809479,145823.582552,2096519.677726
143,0.676881,0.004313,0.039492,1378438.471306,1699365.398840,1773740.448606,1852580.809479,-270511.742570,2096519.677726
144,0.677006,0.022673,0.024755,1229069.335501,0.000000,1773740.448606,1852580.809479,-1211414.156855,2096519.677726
145,0.680475,-0.002134,0.021923,1376176.458947,0.000000,1773740.448606,1852580.809479,762906.910380,2096519.677726
146,0.681394,-0.004744,0.020033,1388170.318767,0.000000,1773740.448606,1852580.809479,-523498.629335,2096519.677726
147,0.681615,0.001082,0.012623,1335594.286150,0.000000,1773740.448606,1852580.809479,-19573.748098,2096519.677726
148,0.682367,0.005827,0.013022,1312591.074178,0.000000,1773740.448606,1852580.809479,430631.759996,2096519.677726
149,0.682944,-0.007298,0.009225,1376847.815361,0.000000,1773740.448606,1852580.809479,-74636.141903,2096519.677726
150,0.684429,0.018741,0.037876,1320224.731160,0.000000,1773740.448606,1852580.809479,1504661.995931,2096519.677726
151,0.684986,-0.001321,0.008291,1348406.062594,0.000000,1773740.448606,1852580.809479,576484.610517,2096519.677726
152,0.688169,0.012038,0.029046,1345464.437080,0.000000,1773740.448606,1852580.809479,-1404207.684592,2096519.677726
153,0.690123,0.012040,0.052029,1417208.615785,0.000000,1773740.448606,1852580.809479,-324678.502944,2096519.677726
154,0.691604,0.009995,0.043003,1408111.997942,0.000000,1773740.448606,1852580.809479,-1948731.758307,2096519.677726
155,0.691745,-0.010601,0.008593,1422788.578218,0.000000,1773740.448606,1852580.809479,260808.330145,2096519.677726
156,0.691870,0.021236,0.023175,1289065.789957,0.000000,1773740.448606,1852580.809479,-110996.972428,2096519.677726
157,0.691899,0.004528,0.030973,1404859.905037,1710126.500992,1773740.448606,1852580.809479,-1384549.169379,2096519.677726
158,0.692548,0.006311,0.015316,1353047.194925,0.000000,1773740.448606,1852580.809479,-406164.883586,2096519.677726
159,0.692753,0.011170,0.038218,1392381.908012,0.000000,1773740.448606,1852580.809479,942527.835247,2096519.677726
160,0.693629,0.006678,0.010890,1341997.365493,0.000000,1773740.448606,1852580.809479,357132.004561,2096519.677726
161,0.693819,-0.014077,0.051834,1560183.070679,0.000000,1773740.448606,1852580.809479,-783165.501352,2096519.677726
162,0.693869,-0.009695,0.013563,1438693.977744,0.000000,1773740.448606,1852580.809479,534215.511863,2096519.677726
163,0.694610,-0.005365,0.035729,1478220.768647,0.000000,1773740.448606,1852580.809479,1070272.433304,2096519.677726
164,0.694760,0.006372,0.005974,1333392.617313,0.000000,1773740.448606,1852580.809479,115730.644927,2096519.677726
165,0.696877,-0.008973,0.007290,1427831.953937,0.000000,1773740.448606,1852580.809479,20927.277351,2096519.677726
166,0.698764,0.017061,0.013900,1310599.392259,0.000000,1773740.448606,1852580.809479,-879061.508989,2096519.677726
167,0.699839,0.005896,0.035699,1437295.391543,0.000000,1773740.448606,1852580.809479,31768.958986,2096519.677726
168,0.700562,-0.011035,0.045596,1550525.106724,0.000000,1773740.448606,1852580.809479,1443566.564640,2096519.677726
169,0.701191,0.006825,0.026744,1412377.631906,0.000000,1773740.448606,1852580.809479,296847.573372,2096519.677726
170,0.703452,0.011441,0.004916,1332876.585385,0.000000,1773740.448606,1852580.809479,-740354.650823,2096519.677726
171,0.705716,0.005185,0.018198,1412738.270046,0.000000,1773740.448606,1852580.809479,741205.830021,2096519.677726
172,0.706390,0.011434,0.013430,1367931.536610,0.000000,1773740.448606,1852580.809479,526701.686790,2096519.677726
173,0.706617,-0.000517,0.025229,1464558.913715,0.000000,1773740.448606,1852580.809479,571733.048601,2096519.677726
174,0.707647,-0.006761,-0.001152,1429101.984003,0.000000,1773740.448606,1852580.809479,-971196.094889,2096519.677726
175,0.708345,-0.017312,0.020166,1540749.174010,0.000000,1773740.448606,1852580.809479,-748976.524197,2096519.677726
176,0.708490,0.004477,0.039869,1484002.100319,0.000000,1773740.448606,1852580.809479,1295911.676581,2096519.677726
177,0.709021,0.014429,0.005950,1339010.924223,0.000000,1773740.448606,1852580.809479,-505267.618061,2096519.677726
178,0.709269,-0.009310,0.011518,1481576.408644,0.000000,1773740.448606,1852580.809479,399324.231973,2096519.677726
179,0.709965,-0.001298,-0.007054,1391530.736099,0.000000,1773740.448606,1852580.809479,-292818.912671,2096519.677726
180,0.710929,0.003228,0.027624,1465810.737523,0.000000,1773740.448606,1852580.809479,-808648.844604,2096519.677726
181,0.711385,-0.004070,0.019047,1481709.217496,1724409.462323,1773740.448606,1852580.809479,244217.174885,2096519.677726
182,0.711797,-0.021143,-0.004920,1506095.841995,0.000000,1773740.448606,1852580.809479,892835.504569,2096519.677726
183,0.712943,0.014565,0.026539,1410394.069274,0.000000,1773740.448606,1852580.809479,-87267.648792,2096519.677726
184,0.713272,0.011472,0.036969,1456119.891110,0.000000,1773740.448606,1852580.809479,-750429.948384,2096519.677726
185,0.713739,0.020694,0.041863,1422876.255774,1726159.963315,1773740.448606,1852580.809479,-1012735.562029,2096519.677726
186,0.713740,0.011955,0.013143,1389718.535663,0.000000,1773740.448606,1852580.809479,-284210.575469,2096519.677726
187,0.713759,0.007256,0.029553,1459536.847695,0.000000,1773740.448606,1852580.809479,432828.156051,2096519.677726
188,0.713866,-0.004145,0.025105,1505860.181092,1726255.190059,1773740.448606,1852580.809479,-433936.611854,2096519.677726
189,0.714849,0.009983,0.019593,1421935.431780,0.000000,1773740.448606,1852580.809479,568970.957466,2096519.677726
190,0.715446,0.001443,0.009128,1440135.139935,1727433.257472,1773740.448606,1852580.809479,388165.766583,2096519.677726
191,0.716592,0.013375,0.022003,1416496.400517,0.000000,1773740.448606,1852580.809479,-80989.707040,2096519.677726
192,0.717594,0.013730,-0.001655,1351235.267843,0.000000,1773740.448606,1852580.809479,699246.023434,2096519.677726
193,0.717632,0.000516,-0.007383,1407034.273151,0.000000,1773740.448606,1852580.809479,-394936.377701,2096519.677726
194,0.718468,-0.004577,0.005539,1471433.547091,0.000000,1773740.448606,1852580.809479,859518.581828,2096519.677726
195,0.718521,0.000694,0.030869,1511438.284596,0.000000,1773740.448606,1852580.809479,-302127.589820,2096519.677726
196,0.718666,0.016866,0.015308,1386204.526078,0.000000,1773740.448606,1852580.809479,878108.202438,2096519.677726
197,0.718897,0.017079,0.028831,1423457.666948,0.000000,1773740.448606,1852580.809479,152194.358694,2096519.677726
198,0.719613,-0.001419,0.021348,1500729.783304,0.000000,1773740.448606,1852580.809479,-670217.522488,2096519.677726
199,0.719663,0.012856,0.030040,1451335.628501,1730591.630034,1773740.448606,1852580.809479,82936.816967,2096519.677726
200,0.720147,0.005473,0.011017,1439838.724571,0.000000,1773740.448606,1852580.809479,-232108.616885,2096519.677726
201,0.720258,0.011685,-0.005243,1361586.912094,0.000000,1773740.448606,1852580.809479,964729.391825,2096519.677726
202,0.720397,0.017391,0.045113,1470742.652969,1731143.108268,1773740.448606,1852580.809479,254781.246972,2096519.677726
203,0.720641,-0.002360,-0.005871,1436466.141349,0.000000,1773740.448606,1852580.809479,578847.584178,2096519.677726
204,0.720862,0.006382,0.017056,1453791.652666,0.000000,1773740.448606,1852580.809479,773840.264062,2096519.677726
205,0.721011,-0.005556,-0.006638,1452219.270194,0.000000,1773740.448606,1852580.809479,-472464.667122,2096519.677726
206,0.721581,0.004763,0.008819,1442326.745741,1732034.057391,1773740.448606,1852580.809479,52357.836868,2096519.677726
207,0.722510,-0.005569,0.003918,1485236.793177,0.000000,1773740.448606,1852580.809479,-93783.581129,2096519.677726
208,0.722544,-0.002671,0.010730,1488619.463415,0.000000,1773740.448606,1852580.809479,-243797.212341,2096519.677726
209,0.723280,-0.005187,0.005320,1489463.042786,0.000000,1773740.448606,1852580.809479,369643.424232,2096519.677726
210,0.723761,-0.002641,0.004786,1476715.798965,0.000000,1773740.448606,1852580.809479,266042.769675,2096519.677726
211,0.723802,-0.004233,-0.007370,1452581.847357,0.000000,1773740.448606,1852580.809479,66967.497514,2096519.677726
212,0.726199,-0.003073,0.014530,1512144.868590,0.000000,1773740.448606,1852580.809479,-471033.687356,2096519.677726
213,0.727022,-0.005652,0.008541,1512065.318134,0.000000,1773740.448606,1852580.809479,-457167.464122,2096519.677726
214,0.727336,-0.006353,0.015147,1533454.147978,0.000000,1773740.448606,1852580.809479,630969.490717,2096519.677726
215,0.727543,-0.000206,0.008431,1486180.649144,0.000000,1773740.448606,1852580.809479,259802.813341,2096519.677726
216,0.727726,0.019309,0.063029,1531095.845731,0.000000,1773740.448606,1852580.809479,-417090.077779,2096519.677726
217,0.728630,0.026779,0.008877,1348202.996501,0.000000,1773740.448606,1852580.809479,-613609.253904,2096519.677726
218,0.729809,0.000820,0.018060,1513344.372901,0.000000,1773740.448606,1852580.809479,698998.672312,2096519.677726
219,0.730060,0.005743,0.031450,1524254.841589,0.000000,1773740.448606,1852580.809479,-1094.514363,2096519.677726
220,0.730872,-0.007889,0.034116,1598911.416117,0.000000,1773740.448606,1852580.809479,723398.741929,2096519.677726
221,0.731569,0.008515,0.003410,1441198.137479,0.000000,1773740.448606,1852580.809479,-901187.712890,2096519.677726
222,0.734271,0.009720,0.016770,1479579.593661,1741674.507377,1773740.448606,1852580.809479,-1645801.833754,2096519.677726
223,0.735355,-0.004147,0.018713,1556531.488074,0.000000,1773740.448606,1852580.809479,-42562.703399,2096519.677726
224,0.736796,0.007988,0.021406,1508469.134943,0.000000,1773740.448606,1852580.809479,572109.373493,2096519.677726
225,0.737305,-0.004637,-0.012204,1485653.901493,0.000000,1773740.448606,1852580.809479,-36206.214214,2096519.677726
226,0.737546,0.010903,0.012990,1474153.216788,0.000000,1773740.448606,1852580.809479,-437971.666014,2096519.677726
227,0.737832,0.007027,-0.000005,1460301.282353,0.000000,1773740.448606,1852580.809479,1487525.383366,2096519.677726
228,0.738383,-0.009435,0.001877,1549029.117712,0.000000,1773740.448606,1852580.809479,-1131936.772439,2096519.677726
229,0.738523,0.004859,0.021235,1528911.940668,0.000000,1773740.448606,1852580.809479,-1086430.671605,2096519.677726
230,0.739315,-0.012813,0.002706,1570206.757162,0.000000,1773740.448606,1852580.809479,-1347661.411919,2096519.677726
231,0.739502,0.012861,0.066232,1605753.429163,1745698.903614,1773740.448606,1852580.809479,53859.880060,2096519.677726
232,0.740047,-0.002239,0.017341,1558269.947719,0.000000,1773740.448606,1852580.809479,-1064205.568441,2096519.677726
233,0.740597,0.021829,0.024384,1458535.924240,0.000000,1773740.448606,1852580.809479,45203.724525,2096519.677726
234,0.740626,0.014729,0.053012,1567747.809689,0.000000,1773740.448606,1852580.809479,-944244.447309,2096519.677726
235,0.741867,-0.011113,0.040554,1661367.563060,0.000000,1773740.448606,1852580.809479,532086.182591,2096519.677726
236,0.741927,0.018929,0.034335,1503757.664489,0.000000,1773740.448606,1852580.809479,1321600.086306,2096519.677726
237,0.742207,-0.002724,0.010742,1550658.558372,0.000000,1773740.448606,1852580.809479,-378000.064077,2096519.677726
238,0.742685,0.000869,-0.014163,1469889.717192,0.000000,1773740.448606,1852580.809479,554638.515894,2096519.677726
239,0.743189,-0.000594,0.008116,1536694.825907,0.000000,1773740.448606,1852580.809479,357526.014068,2096519.677726
240,0.743218,0.002834,0.018955,1547563.321779,0.000000,1773740.448606,1852580.809479,-672982.967487,2096519.677726
