#Tenor,Date,CHF,EUR,GBP,JPY,USD,BANK_EUR_BORROW,BANK_EUR_LEND,BENCHMARK_EUR,BOND_YIELD_EUR,CHF-LIBOR-3M,CHF-LIBOR-6M,CHF-TOIS,EUR-EONIA,EUR-EURIBOR-12M,EUR-EURIBOR-1M,EUR-EURIBOR-3M,EUR-EURIBOR-6M,GBP-LIBOR-3M,GBP-LIBOR-6M,GBP-SONIA,JPY-LIBOR-6M,JPY-TONAR,USD-FedFunds,USD-LIBOR-3M,USD-LIBOR-6M,USD-SIFMA,EUHICP,EUHICPXT,FRHICP,UKRPI,USCPI,ZACPI,BANK,BOND_YIELD_EUR_OVER_OIS,CPTY_A,CPTY_B,CPTY_C
18W,2016-06-10,1.295626867439338,0.993047128511694,0.747680055951707,1.000040017152822,0.717769161847566,0.993389992997755,0.991334580338810,0.994762635142099,0.989697276048411,1.003111195321506,1.002964152331886,1.002995066143760,0.993047128511694,0.993047239280760,1.000552699482004,0.998432358125623,0.993059350477075,0.997586624840278,0.997254532491565,0.998096668896812,1.000040017152822,0.999982643758750,0.998243738497856,0.997228939236740,0.997230444844569,0.998107397716545,100.743223889641783,100.751583194822615,100.130062449085358,264.234027097057776,241.123020308555795,117.066100237139906,0.994172337895179,0.996580756759659,0.996553896696371,0.996553896696371,1.000000000000000
19W,2016-06-17,1.319136891299885,0.992663955317659,0.737065904221159,1.000053375948320,0.705211105932906,0.993025731653885,0.990857049696471,0.994474155973106,0.989128024950127,1.003297415681181,1.003118176642677,1.003261843545409,0.992663955317659,0.992664045190653,1.000605685829469,0.998050940284265,0.992675174402313,0.997439035547173,0.997042441208760,0.997991054940728,1.000053375948320,1.000004677154661,0.998134735773316,0.997071431242068,0.997073265912088,0.997973245127493,100.743223889641783,100.751583194822615,100.130062449085358,264.234027097057776,241.123020308555795,117.066100237139906,0.993849576510449,0.996391141969719,0.996362795096374,0.996362795096374,1.000000000000000
20W,2016-06-24,1.343073520409069,0.992280929973301,0.726602432204565,1.000066734922269,0.692872765181196,0.992661603879235,0.990379749082943,0.994185760462493,0.988559101271976,1.003483670611324,1.003272224606843,1.003528691904718,0.992280929973301,0.992280998966331,1.000658674982937,0.997669668150896,0.992291146950345,0.997291468089365,0.996830395032505,0.997885452160223,1.000066734922269,1.000026711036050,0.998025744951274,0.996913948125101,0.996916111753437,0.997839110569484,100.743223889641783,100.751583194822615,100.130062449085358,264.234027097057776,241.123020308555795,117.066100237139906,0.993526919911286,0.996201563256904,0.996171730142485,0.996171730142485,1.000000000000000
21W,2016-07-01,1.367444495807018,0.991898052421570,0.716287500835441,1.000080094074670,0.680750295466151,0.992297609624828,0.989902678387420,0.993897448585999,0.987990504825633,1.003669960118350,1.003426296228018,1.003795611240560,0.991898052421570,0.991898100550738,1.000711666942555,0.997288541669851,0.991907268063677,0.997143922463623,0.996618393953208,0.997779860554114,1.000080094074670,1.000048745402928,0.997916766030430,0.996756489881911,0.996758982364709,0.997704994040095,100.824159230895148,100.716812095247889,100.168128173666091,263.801706260557921,240.884029111946376,117.160149091306735,0.993204368063669,0.996012020614350,0.995980701827676,0.995980701827676,1.000000000000000
22W,2016-07-08,1.392257699000261,0.991515322605440,0.706119001413741,1.000093453405527,0.668839919918140,0.991933748841703,0.989425837499148,0.993609220319372,0.987422235422881,1.003856284208681,1.003580391509834,1.004062601571812,0.991515322605440,0.991515349886837,1.000764661708473,0.996907560785490,0.991523537684833,0.996996398666716,0.996406437961278,0.997677887848643,1.000093453405527,1.000070780255308,0.997807799009484,0.996599056508569,0.996601877742003,0.997570895536901,100.824159230895148,100.716812095247889,100.168128173666091,263.801706260557921,240.884029111946376,117.160149091306735,0.992881920933593,0.995822514035194,0.995789710144921,0.995789710144921,1.000000000000000
23W,2016-07-15,1.417521154510580,0.991133016291314,0.696094855174761,1.000106812914841,0.657137927747470,0.991570297426016,0.988949501523184,0.993321352070764,0.986854292875613,1.004042642888735,1.003734510455926,1.004255391400501,0.991133016291314,0.991133113898449,1.000824327924006,0.996537826281156,0.991139955756362,0.996848896695416,0.996194527047126,0.997580735396657,1.000106812914841,1.000098195457521,0.997698843887138,0.996441648001147,0.996444797881413,0.997436815057481,100.824159230895148,100.716812095247889,100.168128173666091,263.801706260557921,240.884029111946376,117.160149091306735,0.992559578487059,0.995633043512574,0.995598755087197,0.995598755087197,1.000000000000000
24W,2016-07-22,1.443243032470119,0.990751225008882,0.686213012864184,1.000120172602614,0.645640673088250,0.991207346973559,0.988473761645854,0.993033935693155,0.986286676995828,1.004229036164934,1.003888653069926,1.004349179088526,0.990751225008882,0.990751300394274,1.000888999506604,0.996176551527009,0.990756522220834,0.996701416546493,0.995982661201165,0.997483592405238,1.000120172602614,1.000132784805365,0.997589900662092,0.996284264355717,0.996287742779037,0.997302752599412,100.824159230895148,100.716812095247889,100.168128173666091,263.801706260557921,240.884029111946376,117.160149091306735,0.992237340690081,0.995443609039630,0.995407836647479,0.995407836647479,1.000000000000000
25W,2016-07-29,1.469431651263585,0.990369580795088,0.676471454319138,1.000133532468850,0.634344573862489,0.990844529374044,0.987998250625944,0.992746602479139,0.985719387595635,1.004415464043701,1.004042819355471,1.004442975535410,0.990369580795088,0.990369633975843,1.000953675268171,0.995815407745760,0.990373237020841,0.996553958216718,0.995770840413810,0.997386458873466,1.000133532468850,1.000167375349514,0.997480969333047,0.996126905568353,0.996130712430973,0.997168708160271,100.824159230895148,100.716812095247889,100.168128173666091,263.801706260557921,240.884029111946376,117.160149091306735,0.991915207508685,0.995254210609503,0.995216954818745,0.995216954818745,1.000000000000000
26W,2016-08-05,1.496095480218389,0.989988083593282,0.666868188055218,1.000146892513551,0.623246110664069,0.990481844578842,0.987522968353360,0.992459352404655,0.985152424487251,1.004601926531459,1.004197009316194,1.004536780741969,0.989988083593282,0.989988114586495,1.001018355208976,0.995454394889928,0.989990100098999,0.996406521702864,0.995559064675477,0.997289334800418,1.000146892513551,1.000201967090011,0.997372049898703,0.995969571635129,0.995973706833319,0.997034681737636,100.907860726727051,100.838052382482246,100.207477958567566,265.137365633361185,241.271417064557767,117.257412285025751,0.991593178908908,0.995064848215335,0.995026109593975,0.995026109593975,1.000000000000000
27W,2016-08-12,1.488117057258721,0.989606912388484,0.658573037302492,1.000160252736718,0.613711665904381,0.990119471673727,0.987048093296768,0.992172364951445,0.984585787482999,1.004788423634634,1.004352010344633,1.004679174694661,0.989606912388484,0.989607011565285,1.001079425703136,0.995608680089928,0.989611483563338,0.996259107001704,0.995505159469777,0.997187486226175,1.000160252736718,1.000236797030208,0.997262299211195,0.995808552781852,0.995804279999168,0.996900673329087,100.907860726727051,100.838052382482246,100.207477958567566,265.137365633361185,241.271417064557767,117.257412285025751,0.991271254856795,0.994875521850270,0.994835300966150,0.994835300966150,1.000000000000000
28W,2016-08-19,1.480181181872898,0.989226335376464,0.650381069648379,1.000173613138355,0.604323079474686,0.989757679016876,0.986573892827914,0.991885909120684,0.984019476395314,1.004974955359650,1.004508085312854,1.004943066290732,0.989226335376464,0.989226414308515,1.001135681481244,0.996450400197749,0.989238839182003,0.996111714110009,0.995451257182810,0.997085648053259,1.000173613138355,1.000272220712447,0.997147502292878,0.995642614421387,0.995618290407380,0.996766682932201,100.907860726727051,100.838052382482246,100.207477958567566,265.137365633361185,241.271417064557767,117.257412285025751,0.990949435318406,0.994686231507453,0.994644528928252,0.994644528928252,1.000000000000000
29W,2016-08-26,1.472287627161939,0.988845904724438,0.642291001601820,1.000186973718463,0.595078120028222,0.989396018560158,0.986099920175806,0.991599535994246,0.983453491036733,1.005161521712937,1.004664184534917,1.005207027201243,0.988845904724438,0.988845963427295,1.001191940420652,0.997292831923250,0.988866335122236,0.995964343024553,0.995397357814418,0.996983820280608,1.000186973718463,1.000307645649225,0.997032718589071,0.995476703712361,0.995432335553469,0.996632710544559,100.907860726727051,100.838052382482246,100.207477958567566,265.137365633361185,241.271417064557767,117.257412285025751,0.990627720259810,0.994496977180030,0.994453793473264,0.994453793473264,1.000000000000000
30W,2016-09-02,1.464436167436877,0.988465620376121,0.634301565637054,1.000200334477046,0.585974590353464,0.989034490255268,0.985626175230996,0.991313245548252,0.982887831219907,1.005348122700921,1.004820308014593,1.005471057444400,0.988465620376121,0.988465658865332,1.001248202521537,0.998135975868057,0.988493971331198,0.995816993742111,0.995343461364443,0.996882002907158,1.000200334477046,1.000343071840588,0.996917948098252,0.995310820650167,0.995246415430950,0.996498756163739,100.991631709281791,100.987694157847287,100.246843201535370,266.186885287615894,241.674364300921724,117.354756224023177,0.990306109647087,0.994307758861148,0.994263094594170,0.994263094594170,1.000000000000000
31W,2016-09-09,1.456626578212304,0.988085482275246,0.626411509995033,1.000213695414105,0.577010326851920,0.988673094053916,0.985152657884087,0.991027037758831,0.982322496757591,1.005534758330033,1.004976455755649,1.005735157038415,0.988085482275246,0.988085500566351,1.001304467784079,0.998979832634303,0.988121747756070,0.995669666259456,0.995262873736202,0.996784930071876,1.000213695414105,1.000378499286580,0.996803190818901,0.995144965230197,0.995060530033334,0.996364819787321,100.991631709281791,100.987694157847287,100.246843201535370,266.186885287615894,241.674364300921724,117.354756224023177,0.989984603446328,0.994118576543957,0.994072432283958,0.994072432283958,1.000000000000000
32W,2016-09-16,1.448858636199957,0.987705886382315,0.618619598487296,1.000227056529643,0.568183199023914,0.988312226167684,0.984679762829168,0.990741309835902,0.981757487462647,1.005721428606704,1.005187669018261,1.005975927856883,0.987705886382315,0.987706134611675,1.001368295801300,0.998603008982773,0.987749664344053,0.995522360573364,0.995115565926565,0.996691416963232,1.000227056529643,1.000413927987246,0.996688446749497,0.994979137447845,0.994874679354136,0.996230901412885,100.991631709281791,100.987694157847287,100.246843201535370,266.186885287615894,241.674364300921724,117.354756224023177,0.989663201623636,0.993929430221606,0.993881806535615,0.993881806535615,1.000000000000000
33W,2016-09-23,1.441132119302330,0.987326733218483,0.610924610302287,1.000240417823663,0.559491108962247,0.987951787085552,0.984207390734869,0.990455962132154,0.981192803148048,1.005908133537366,1.005398926671010,1.006199203863022,0.987326733218483,0.987326914310920,1.001432127887229,0.998226327472316,0.987377721042367,0.995375076680609,0.994968279919803,0.996597912627495,1.000240417823663,1.000449357942630,0.996573715888519,0.994813337298505,0.994688863386871,0.996097001038013,100.991631709281791,100.987694157847287,100.246843201535370,266.186885287615894,241.674364300921724,117.354756224023177,0.989341904145124,0.993740319887247,0.993691217342128,0.993691217342128,1.000000000000000
34W,2016-09-30,1.433446806606327,0.986947725601137,0.603325339814086,1.000253779296165,0.550931990853587,0.987591479456141,0.983735245247640,0.990170696612636,0.980628443626873,1.006094873128451,1.005610228723225,1.006422529425194,0.986947725601137,0.986947839608164,1.001495964042126,0.997849788049314,0.987005917798252,0.995227814577968,0.994821015712687,0.996504417063842,1.000253779296165,1.000484789152776,0.996458998234447,0.994647564777573,0.994503082125057,0.995963118660283,100.991631709281791,100.987694157847287,100.246843201535370,266.186885287615894,241.674364300921724,117.354756224023177,0.989020710976916,0.993551245534032,0.993500664696490,0.993500664696490,1.000000000000000
35W,2016-10-07,1.425802478376941,0.986568863474407,0.595820596393512,1.000267140947154,0.542503810487501,0.987231303231512,0.983263326258772,0.989885513253678,0.980064408712306,1.006281647386395,1.005821575184237,1.006645904554396,0.986568863474407,0.986568910447506,1.001559804266250,0.997473390660170,0.986634254558971,0.995080574262216,0.994680177764059,0.996414481004838,1.000267140947154,1.000520221617728,0.996344293785760,0.994481819880446,0.994317335562211,0.995829254277278,101.072766617025835,101.073574968778544,100.284953321813575,266.621880696261201,241.387201589758035,117.449036979353181,0.988699622085148,0.993362207155117,0.993310148591690,0.993310148591690,1.000000000000000
36W,2016-10-14,1.418198916050977,0.986190397560541,0.588409204221580,1.000280502776632,0.534204564772992,0.986871509315037,0.982791883573501,0.989600663676911,0.979500698217644,1.006468456317633,1.006020902446002,1.006859493641942,0.986190397560541,0.986190488263584,1.001618776608553,0.997101168400891,0.986262731271802,0.994933355730130,0.994555368822854,0.996333429150376,1.000280502776632,1.000555655337532,0.996229602540939,0.994316102602520,0.994131623691852,0.995695407886579,101.072766617025835,101.073574968778544,100.284953321813575,266.621880696261201,241.387201589758035,117.449036979353181,0.988378637435966,0.993173204743655,0.993119669020722,0.993119669020722,1.000000000000000
37W,2016-10-21,1.410635902230799,0.985812411075768,0.581090002105276,1.000293864784600,0.526032281262432,0.986512181004418,0.982320999988468,0.989316231499100,0.978937311956285,1.006655299928603,1.006204181423474,1.007048534202535,0.985812411075768,0.985812482246555,1.001674098260102,0.996734460593407,0.985891347884045,0.994786158978488,0.994430575542233,0.996252383888956,1.000293864784600,1.000591090312232,0.996114924498464,0.994150412939191,0.993945946507501,0.995561579485767,101.072766617025835,101.073574968778544,100.284953321813575,266.621880696261201,241.387201589758035,117.449036979353181,0.988057756995527,0.992984238292804,0.992929225976580,0.992929225976580,1.000000000000000
38W,2016-10-28,1.403113220678118,0.985434569465436,0.573861843295628,1.000307226971061,0.517985017682776,0.986152983528292,0.981850342017174,0.989031881073117,0.978374249741740,1.006842178225741,1.006387493791092,1.007237610255998,0.985434569465436,0.985434621118926,1.001729422967189,0.996367887651491,0.985520104343022,0.994638984004067,0.994305797920231,0.996171345220043,1.000307226971061,1.000626526541872,0.996000259656814,0.993984750885860,0.993760304002679,0.995427769072425,101.072766617025835,101.073574968778544,100.284953321813575,266.621880696261201,241.387201589758035,117.449036979353181,0.987736980729999,0.992795307795721,0.992738819452259,0.992738819452259,1.000000000000000
39W,2016-11-04,1.395630656307803,0.985056872674017,0.566723595308036,1.000320589336018,0.510060861473955,0.985793916839023,0.981379909551519,0.988747612375466,0.977811511387623,1.007029091215487,1.006570839554937,1.007426721808997,0.985056872674017,0.985056904825163,1.001784750729984,0.996001449525544,0.985149000596071,0.994491830803645,0.994181035954882,0.996090313143099,1.000320589336018,1.000661964026496,0.995885608014471,0.993819116437925,0.993574696170910,0.995293976644135,101.156674500000022,101.156674500000022,100.324348999999984,266.858348699409248,240.770623749967854,117.546540000000022,0.987416308605562,0.992606413245566,0.992548449440757,0.992548449440757,1.000000000000000
40W,2016-11-11,1.388187995181739,0.984679409278788,0.559980169591760,1.000333951879473,0.502641378085254,0.985435069589789,0.980909790776930,0.988463514356051,0.977249096707658,1.007216038904282,1.006745057531909,1.007610972406807,0.984679409278788,0.984679510230778,1.001847728444735,0.995752168968271,0.984778036590553,0.994344699374001,0.994012838801704,0.996022968876137,1.000333951879473,1.000697412286161,0.995770969569914,0.993650419705409,0.993389123005716,0.995160202198479,101.156674500000022,101.156674500000022,100.324348999999984,266.858348699409248,240.770623749967854,117.546540000000022,0.987095740588406,0.992417554635500,0.992358115935071,0.992358115935071,1.000000000000000
41W,2016-11-18,1.380785024502704,0.984302622116622,0.553543883488931,1.000347314601429,0.495613413068531,0.985076884978834,0.980440426714556,0.988180031654006,0.976687005515674,1.007403021298567,1.006896399090407,1.007765873060931,0.984302622116622,0.984302702356911,1.001929828815999,0.995795494749285,0.984407212273846,0.994197589711914,0.993812088732003,0.995965889505728,1.000347314601429,1.000732918923670,0.995655293344074,0.993474028248298,0.993203584500624,0.995026445733041,101.156674500000022,101.156674500000022,100.324348999999984,266.858348699409248,240.770623749967854,117.546540000000022,0.986775276644732,0.992228731958684,0.992167818928202,0.992167818928202,1.000000000000000
42W,2016-11-25,1.373421532608290,0.983925979131905,0.547181574610738,1.000360677501887,0.488683713523831,0.984718830560339,0.979971287242278,0.987896630252323,0.976125237625609,1.007590038404786,1.007047763399716,1.007920797528027,0.983925979131905,0.983926038676330,1.002011935915304,0.995838822415430,0.984036527593351,0.994050501814164,0.993611379205633,0.995908813406383,1.000360677501887,1.000768426821022,0.995538842415184,0.993297668103957,0.993018080649160,0.994892707245404,101.156674500000022,101.156674500000022,100.324348999999984,266.858348699409248,240.770623749967854,117.546540000000022,0.986454916740753,0.992039945208281,0.991977558413150,0.991977558413150,1.000000000000000
43W,2016-12-02,1.366097308964847,0.983549480269468,0.540892392679602,1.000374040580850,0.481850905496822,0.984360906286981,0.979502372252628,0.987613310127687,0.975563792851507,1.007777090229381,1.007199150463257,1.008075745811757,0.983549480269468,0.983549519133856,1.002094049743199,0.995882151966788,0.983665982496486,0.993903435677530,0.993410710214404,0.995851740577914,1.000374040580850,1.000803935978261,0.995422405106288,0.993121339266826,0.992832611444851,0.994758986733152,101.223077041950447,101.199599979039647,100.374256727767715,267.961950000011825,240.159528875504691,117.623701384476718,0.986134660842691,0.991851194377456,0.991787334382917,0.991787334382917,1.000000000000000
