#Tenor,Date,EUR,GBP,USD,BANK_EUR_BORROW,BANK_EUR_LEND,EUR-EONIA,EUR-EURIBOR-6M,GBP-LIBOR-3M,GBP-LIBOR-6M,GBP-SONIA,BANK,CPTY_A,CPTY_B
2Y1M,2018-03-05,0.959119947936592,0.949341871436987,0.986452092739337,0.959119947936592,0.959119947936592,0.959119947936592,0.957141572730538,0.947369811644238,0.947369811644238,0.949341871436987,0.965474482940664,0.979420194619353,0.979420194619353
2Y2M,2018-04-05,0.957486271053842,0.947328284014751,0.985738221700845,0.957486271053842,0.957486271053842,0.957486271053842,0.955430686709335,0.945280119555654,0.945280119555654,0.947328284014751,0.964089971368013,0.978588711435257,0.978588711435257
2Y3M,2018-05-07,0.955802813610979,0.945254221824952,0.985001864437062,0.955802813610979,0.955802813610979,0.955802813610979,0.953667818524052,0.943127852771163,0.943127852771163,0.945254221824952,0.962662880621254,0.977731146620901,0.977731146620901
2Y4M,2018-06-05,0.954279737084100,0.943378525535024,0.984335015808927,0.954279737084100,0.954279737084100,0.954279737084100,0.952073028953630,0.941181594116763,0.941181594116763,0.943378525535024,0.961371404382931,0.976954627655530,0.976954627655530
2Y5M,2018-07-05,0.952706694639168,0.941442066703789,0.983645647474624,0.952706694639168,0.952706694639168,0.952706694639168,0.950426053032926,0.939172449464931,0.939172449464931,0.941442066703789,0.960037217701693,0.976151981149152,0.976151981149152
2Y6M,2018-08-06,0.951031640672922,0.939380891684121,0.982910853386741,0.951031640672922,0.951031640672922,0.951031640672922,0.948672418913086,0.937034088966201,0.937034088966201,0.939380891684121,0.958616126029115,0.975296551710088,0.975296551710088
2Y7M,2018-09-05,0.949463952416412,0.937452638735430,0.982222482449118,0.949463952416412,0.949463952416412,0.949463952416412,0.947031325653356,0.935033798012576,0.935033798012576,0.937452638735430,0.957285763110126,0.974495267445955,0.974495267445955
2Y8M,2018-10-05,0.947898848349917,0.935528343882403,0.981534593604603,0.947898848349917,0.947898848349917,0.947898848349917,0.945393071294636,0.933037777089195,0.933037777089195,0.935528343882403,0.955957246462493,0.973694641501048,0.973694641501048
2Y9M,2018-11-05,0.946284284458231,0.933544055436834,0.980824281238894,0.946284284458231,0.946284284458231,0.946284284458231,0.943703185664022,0.930979698356721,0.930979698356721,0.933544055436834,0.954586382815579,0.972868019051051,0.972868019051051
2Y10M,2018-12-05,0.944724421782143,0.931627783673629,0.980137371609406,0.944724421782143,0.944724421782143,0.944724421782143,0.942070688601492,0.928992331738409,0.928992331738409,0.931627783673629,0.953261612355133,0.972068730021087,0.972068730021087
2Y11M,2019-01-07,0.943011542515457,0.929524427617987,0.979382326639495,0.943011542515457,0.943011542515457,0.943011542515457,0.940278203399879,0.926811128128329,0.926811128128329,0.929524427617987,0.951806488229627,0.971190270532730,0.971190270532730
3Y,2019-02-05,0.941508848942548,0.927679944430264,0.978719282451947,0.941508848942548,0.941508848942548,0.941508848942548,0.938705804873947,0.924898541013216,0.924898541013216,0.927679944430264,0.950529576563273,0.970418946363854,0.970418946363854
3Y1M,2019-03-05,0.940060244548310,0.925902537116021,0.977895637006997,0.940060244548310,0.940060244548310,0.940060244548310,0.937190122064880,0.923055650321013,0.923055650321013,0.925902537116021,0.949298321832454,0.969674800853468,0.969674800853468
3Y2M,2019-04-05,0.938459032214842,0.923938665344378,0.976903201892239,0.938459032214842,0.938459032214842,0.938459032214842,0.935514899167105,0.921019589992628,0.921019589992628,0.923938665344378,0.947937007229428,0.968851591065289,0.968851591065289
3Y3M,2019-05-06,0.936860547239490,0.921978959013676,0.975911773968248,0.936860547239490,0.936860547239490,0.936860547239490,0.933842670722313,0.918988020771208,0.918988020771208,0.921978959013676,0.946577644781385,0.968029080144765,0.968029080144765
3Y4M,2019-06-05,0.935316218728132,0.920086426748982,0.974953285607174,0.935316218728132,0.935316218728132,0.935316218728132,0.932227231207031,0.917026252841862,0.917026252841862,0.920086426748982,0.945263988809648,0.967233766690838,0.967233766690838
3Y5M,2019-07-05,0.933774435900396,0.918197779256644,0.973995738622116,0.933774435900396,0.933774435900396,0.933774435900396,0.930614586214756,0.915068672707483,0.915068672707483,0.918197779256644,0.943952155923446,0.966439106650639,0.966439106650639
3Y6M,2019-08-05,0.932183930236412,0.916250249546785,0.973007261389932,0.932183930236412,0.932183930236412,0.932183930236412,0.928951117056122,0.913050229917387,0.913050229917387,0.916250249546785,0.942598507839527,0.965618643819622,0.965618643819622
3Y7M,2019-09-05,0.930596133693786,0.914306850615781,0.972019787331787,0.930596133693786,0.930596133693786,0.930596133693786,0.927290621340720,0.911036239373793,0.911036239373793,0.914306850615781,0.941246800916634,0.964798877524219,0.964798877524219
3Y8M,2019-10-07,0.928959954633128,0.912305084912450,0.971001510429071,0.928959954633128,0.928959954633128,0.928959954633128,0.925579674479150,0.908961940975987,0.908961940975987,0.912305084912450,0.939853523691586,0.963953397129210,0.963953397129210
3Y9M,2019-11-05,0.927479652335244,0.910494770582672,0.970079618429635,0.927479652335244,0.927479652335244,0.927479652335244,0.924031855854277,0.907086187822322,0.907086187822322,0.910494770582672,0.938592647721621,0.963187820521376,0.963187820521376
3Y10M,2019-12-05,0.925950787366998,0.908625811737878,0.969126858099878,0.925950787366998,0.925950787366998,0.925950787366998,0.922433387910880,0.905149826790184,0.905149826790184,0.908625811737878,0.937290073290980,0.962396484550142,0.962396484550142
3Y11M,2020-01-06,0.924322775778904,0.906636483990991,0.968111611797008,0.924322775778904,0.924322775778904,0.924322775778904,0.920731403146091,0.903088930906639,0.903088930906639,0.906636483990991,0.935902652997909,0.961553109439673,0.961553109439673
4Y,2020-02-05,0.922799114631534,0.904775444992729,0.967160784338133,0.922799114631534,0.922799114631534,0.922799114631534,0.919138644603100,0.901161102837114,0.901161102837114,0.904775444992729,0.934603811729204,0.960763116514576,0.960763116514576
4Y1M,2020-03-05,0.921328629662767,0.902980071953173,0.966151731290811,0.921328629662767,0.921328629662767,0.921328629662767,0.917601597115796,0.899301447658601,0.899301447658601,0.902980071953173,0.933349978596762,0.960000073643557,0.960000073643557
4Y2M,2020-04-06,0.919708744776876,0.901003104879581,0.965007671612104,0.919708744776876,0.919708744776876,0.919708744776876,0.915908527503503,0.897253867692622,0.897253867692622,0.901003104879581,0.931968390614830,0.959158798575374,0.959158798575374
4Y3M,2020-05-05,0.918243184327809,0.899215217407602,0.963972037744133,0.918243184327809,0.918243184327809,0.918243184327809,0.914376881642386,0.895402275567482,0.895402275567482,0.899215217407602,0.930718093074978,0.958397029861685,0.958397029861685
4Y4M,2020-06-05,0.916679133172157,0.897307950377533,0.962866209867980,0.916679133172157,0.916679133172157,0.916679133172157,0.912742437303655,0.893427212579032,0.893427212579032,0.897307950377533,0.929383422927287,0.957583394387967,0.957583394387967
4Y5M,2020-07-06,0.915117746077682,0.895404728727762,0.961761650550709,0.915117746077682,0.915117746077682,0.915117746077682,0.911110914526426,0.891456506150661,0.891456506150661,0.895404728727762,0.928050666725845,0.956770449653748,0.956770449653748
4Y6M,2020-08-05,0.913609258575800,0.893566744983654,0.960693928645485,0.913609258575800,0.913609258575800,0.913609258575800,0.909534798312983,0.889553509871443,0.889553509871443,0.893566744983654,0.926762722406496,0.955984386066882,0.955984386066882
4Y7M,2020-09-07,0.911952794192340,0.891549320152494,0.959520803585391,0.911952794192340,0.911952794192340,0.911952794192340,0.907804219402023,0.887464905627035,0.887464905627035,0.891549320152494,0.925348048010176,0.955120462016323,0.955120462016323
4Y8M,2020-10-05,0.910549664708757,0.889841138044902,0.958526548213632,0.910549664708757,0.910549664708757,0.910549664708757,0.906338431886700,0.885696602681671,0.885696602681671,0.889841138044902,0.924149411807938,0.954388047829286,0.954388047829286
4Y9M,2020-11-05,0.908998717988245,0.887953753766103,0.957426967172331,0.908998717988245,0.908998717988245,0.908998717988245,0.904718356238778,0.883742948300076,0.883742948300076,0.887953753766103,0.922824161293175,0.953577815798915,0.953577815798915
4Y10M,2020-12-07,0.907400511618492,0.886009685022403,0.956293238842738,0.907400511618492,0.907400511618492,0.907400511618492,0.903049057535019,0.881730792797907,0.881730792797907,0.886009685022403,0.921458154114822,0.952742168735931,0.952742168735931
4Y11M,2021-01-05,0.905954564400045,0.884251549442930,0.955266957192353,0.905954564400045,0.905954564400045,0.905954564400045,0.901538916172837,0.879911234419590,0.879911234419590,0.884251549442930,0.920221956755804,0.951985496141744,0.951985496141744
5Y,2021-02-05,0.904411444551619,0.882376020877698,0.954171115415755,0.904411444551619,0.904411444551619,0.904411444551619,0.899927419636487,0.877970341304122,0.877970341304122,0.882376020877698,0.918902338297680,0.951177303768446,0.951177303768446
5Y1M,2021-03-05,0.903019918179617,0.880685414539987,0.953053133857237,0.903019918179617,0.903019918179617,0.903019918179617,0.898474350408335,0.876220956589721,0.876220956589721,0.880685414539987,0.917712051452235,0.950447913309993,0.950447913309993
5Y2M,2021-04-06,0.901432223767415,0.878757258957359,0.951736810260339,0.901432223767415,0.901432223767415,0.901432223767415,0.896816572539505,0.874225927580087,0.874225927580087,0.878757258957359,0.916353611456268,0.949615009068601,0.949615009068601
5Y3M,2021-05-05,0.899995787045278,0.877013514584346,0.950545462453319,0.899995787045278,0.899995787045278,0.899995787045278,0.895316853571657,0.872421856400921,0.872421856400921,0.877013514584346,0.915124262180502,0.948860820080257,0.948860820080257
5Y4M,2021-06-07,0.898364005238657,0.875033462336970,0.949191604717394,0.898364005238657,0.898364005238657,0.898364005238657,0.893613327254365,0.870373475980887,0.870373475980887,0.875033462336970,0.913727353530793,0.948003333603441,0.948003333603441
5Y5M,2021-07-05,0.896981783449583,0.873356924124084,0.948044389229131,0.896981783449583,0.896981783449583,0.896981783449583,0.892170453085441,0.868639228269924,0.868639228269924,0.873356924124084,0.912543770026972,0.947276377037749,0.947276377037749
5Y6M,2021-08-05,0.895453947012627,0.871504503441451,0.946775875074930,0.895453947012627,0.895453947012627,0.895453947012627,0.890575702632423,0.866723198752370,0.866723198752370,0.871504503441451,0.911235162256931,0.946472182492317,0.946472182492317
5Y7M,2021-09-06,0.893879555131081,0.869596448367694,0.945468221407930,0.893879555131081,0.893879555131081,0.893879555131081,0.888932498583614,0.864749794770385,0.864749794770385,0.869596448367694,0.909886309653130,0.945642762295673,0.945642762295673
5Y8M,2021-10-05,0.892455153623898,0.867870882065765,0.944284720381134,0.892455153623898,0.892455153623898,0.892455153623898,0.887445963911884,0.862965278740011,0.862965278740011,0.867870882065765,0.908665636692586,0.944891728085577,0.944891728085577
5Y9M,2021-11-05,0.890935027432692,0.866030097470846,0.943021236785843,0.890935027432692,0.890935027432692,0.890935027432692,0.885859658460853,0.861061764723055,0.861061764723055,0.866030097470846,0.907362590250758,0.944089557998611,0.944089557998611
5Y10M,2021-12-06,0.889417490484910,0.864193217244646,0.941759443772599,0.889417490484910,0.889417490484910,0.889417490484910,0.884276188523292,0.859162449444683,0.859162449444683,0.864193217244646,0.906061412406092,0.943288068917551,0.943288068917551
5Y11M,2022-01-05,0.887951367492429,0.862419300898101,0.940539961288427,0.887951367492429,0.887951367492429,0.887951367492429,0.882746493273600,0.857328391435956,0.857328391435956,0.862419300898101,0.904803984669731,0.942513082186753,0.942513082186753
6Y,2022-02-07,0.886341423415474,0.860472198320403,0.939200354343957,0.886341423415474,0.886341423415474,0.886341423415474,0.881066884678286,0.855315449328108,0.855315449328108,0.860472198320403,0.903422829601822,0.941661332167051,0.941661332167051
6Y1M,2022-03-07,0.884977699556481,0.858823559058360,0.938065214517887,0.884977699556481,0.884977699556481,0.884977699556481,0.879644268642665,0.853611205229358,0.853611205229358,0.858823559058360,0.902252593913944,0.940939238832763,0.940939238832763
6Y2M,2022-04-05,0.883567483200334,0.857119369723645,0.936890980292511,0.883567483200334,0.883567483200334,0.883567483200334,0.878173266394226,0.851849675028772,0.851849675028772,0.857119369723645,0.901042162090445,0.940191940184520,0.940191940184520
6Y3M,2022-05-05,0.882111003407225,0.855359973756917,0.935677801972293,0.882111003407225,0.882111003407225,0.882111003407225,0.876654128492014,0.850031227633023,0.850031227633023,0.855359973756917,0.899791700045896,0.939419497171558,0.939419497171558
6Y4M,2022-06-06,0.880560071159933,0.853487265203639,0.934385476575025,0.880560071159933,0.880560071159933,0.880560071159933,0.875036611183733,0.848095828866914,0.848095828866914,0.853487265203639,0.898459786586280,0.938596257441444,0.938596257441444
6Y5M,2022-07-05,0.879156894316559,0.851793664836796,0.933215848505133,0.879156894316559,0.879156894316559,0.879156894316559,0.873573314180157,0.846345680314051,0.846345680314051,0.851793664836796,0.897254443065901,0.937850819600737,0.937850819600737
6Y6M,2022-08-05,0.877659419159625,0.849986980583777,0.931967175419566,0.877659419159625,0.877659419159625,0.877659419159625,0.872011806024719,0.844478825522373,0.844478825522373,0.849986980583777,0.895967760525879,0.937054626924730,0.937054626924730
6Y7M,2022-09-05,0.876164494664422,0.848184128371457,0.930720173099104,0.876164494664422,0.876164494664422,0.876164494664422,0.870453089057702,0.842616088606988,0.842616088606988,0.848184128371457,0.894682923116823,0.936259110180081,0.936259110180081
6Y8M,2022-10-05,0.874720218017554,0.846443073639512,0.929514985345198,0.874720218017554,0.874720218017554,0.874720218017554,0.868947306166913,0.840817352190388,0.840817352190388,0.846443073639512,0.893441286394001,0.935489898302090,0.935489898302090
6Y9M,2022-11-07,0.873134263329554,0.844532040933215,0.928191081225642,0.873134263329554,0.873134263329554,0.873134263329554,0.867293953391871,0.838843176751734,0.838843176751734,0.844532040933215,0.892077476130684,0.934644495140724,0.934644495140724
6Y10M,2022-12-05,0.871790859991349,0.842913942540898,0.927069247468202,0.871790859991349,0.871790859991349,0.871790859991349,0.865893575841484,0.837171754196606,0.837171754196606,0.842913942540898,0.890921936482234,0.933927782521425,0.933927782521425
6Y11M,2023-01-05,0.870305931461164,0.841126092490463,0.925828798734263,0.870305931461164,0.870305931461164,0.870305931461164,0.864345795181899,0.835325135093878,0.835325135093878,0.841126092490463,0.889644334895467,0.933134920325411,0.933134920325411
7Y,2023-02-06,0.868775754954014,0.839284547321038,0.924550076435193,0.868775754954014,0.868775754954014,0.868775754954014,0.862750988018380,0.833423219983933,0.833423219983933,0.839284547321038,0.888327442036977,0.932317187946765,0.932317187946765
7Y1M,2023-03-06,0.867439057611607,0.837676502971156,0.923251271749118,0.867439057611607,0.867439057611607,0.867439057611607,0.861357945774203,0.831762596870513,0.831762596870513,0.837676502971156,0.887176759940920,0.931602259974403,0.931602259974403
7Y2M,2023-04-05,0.866009164045822,0.835957017082948,0.921797050495119,0.866009164045822,0.866009164045822,0.866009164045822,0.859867896426458,0.829987029452343,0.829987029452343,0.835957017082948,0.885945540235798,0.930836874071992,0.930836874071992
7Y3M,2023-05-05,0.864581627528169,0.834241060757416,0.920345119797894,0.864581627528169,0.864581627528169,0.864581627528169,0.858380424691273,0.828215252346057,0.828215252346057,0.834241060757416,0.884716029211551,0.930072116995428,0.930072116995428
7Y4M,2023-06-05,0.863108978542834,0.832471606193580,0.918847193935569,0.863108978542834,0.863108978542834,0.863108978542834,0.856846073753731,0.826388389341558,0.826388389341558,0.832471606193580,0.883447327031849,0.929282528084022,0.929282528084022
7Y5M,2023-07-05,0.861686222714445,0.830762804318266,0.917399909583534,0.861686222714445,0.861686222714445,0.861686222714445,0.855363829421305,0.824624294268769,0.824624294268769,0.830762804318266,0.882221283016053,0.928519048027231,0.928519048027231
7Y6M,2023-08-07,0.860123899955294,0.828887173292778,0.915810529631118,0.860123899955294,0.860123899955294,0.860123899955294,0.853736322032758,0.822688138903252,0.822688138903252,0.828887173292778,0.880874599738017,0.927679944430264,0.927679944430264
7Y7M,2023-09-05,0.858753288252154,0.827242387625794,0.914416075105884,0.858753288252154,0.858753288252154,0.858753288252154,0.852308644852275,0.820990422198664,0.820990422198664,0.827242387625794,0.879692847914606,0.926943176379933,0.926943176379933
7Y8M,2023-10-05,0.857337712378906,0.825544319688344,0.912975770248357,0.857337712378906,0.857337712378906,0.857337712378906,0.850834249745607,0.819237850191013,0.819237850191013,0.825544319688344,0.878472014347145,0.926181618288010,0.926181618288010
7Y9M,2023-11-06,0.855830336663364,0.823736888950383,0.911441945521483,0.855830336663364,0.855830336663364,0.855830336663364,0.849264372777356,0.817372563513458,0.817372563513458,0.823736888950383,0.877171659276359,0.925369979283528,0.925369979283528
7Y10M,2023-12-05,0.854466566774638,0.822102323147018,0.910054142799962,0.854466566774638,0.854466566774638,0.854466566774638,0.847844173901051,0.815685816143064,0.815685816143064,0.822102323147018,0.875994875193695,0.924635045819066,0.924635045819066
7Y11M,2024-01-05,0.853011146855340,0.820358615271609,0.908572966220338,0.853011146855340,0.853011146855340,0.853011146855340,0.846328656461820,0.813886590354134,0.813886590354134,0.820358615271609,0.874738679340031,0.923850072733716,0.923850072733716
8Y,2024-02-05,0.851558205964742,0.818618605861791,0.907094200358886,0.851558205964742,0.851558205964742,0.851558205964742,0.844815848002823,0.812091333266603,0.812091333266603,0.818618605861791,0.873484284898758,0.923065766054801,0.923065766054801
8Y1M,2024-03-05,0.850201243737485,0.816994196420999,0.905713017710754,0.850201243737485,0.850201243737485,0.850201243737485,0.843403088258652,0.810415484355038,0.810415484355038,0.816994196420999,0.872312447673905,0.922332662608007,0.922332662608007
8Y2M,2024-04-05,0.848753088977940,0.815261323061623,0.904238906614939,0.848753088977940,0.848753088977940,0.848753088977940,0.841895509238942,0.808627883773610,0.808627883773610,0.815261323061623,0.871061532502026,0.921549644141250,0.921549644141250
8Y3M,2024-05-06,0.847307400872288,0.813532125187449,0.902767194737729,0.847307400872288,0.847307400872288,0.847307400872288,0.840390625009577,0.806844226250897,0.806844226250897,0.813532125187449,0.869812411169925,0.920767290421546,0.920767290421546
8Y4M,2024-06-05,0.845910692492469,0.811862200098346,0.901345238134827,0.845910692492469,0.845910692492469,0.845910692492469,0.838936846695011,0.805121852192409,0.805121852192409,0.811862200098346,0.868605289625777,0.920010806314789,0.920010806314789
8Y5M,2024-07-05,0.844516286458051,0.810195702839216,0.899925521268363,0.844516286458051,0.844516286458051,0.844516286458051,0.837485583248323,0.803403154893698,0.803403154893698,0.810195702839216,0.867399843319190,0.919254943720340,0.919254943720340
8Y6M,2024-08-05,0.843077814932920,0.808477249323290,0.898460829726596,0.843077814932920,0.843077814932920,0.843077814932920,0.835988581740749,0.801631021988375,0.801631021988375,0.808477249323290,0.866155972929645,0.918474538096891,0.918474538096891
8Y7M,2024-09-05,0.841641793568149,0.806762440707572,0.896998522072454,0.841641793568149,0.841641793568149,0.841641793568149,0.834494256116269,0.799862798023432,0.799862798023432,0.806762440707572,0.864913886277506,0.917694795002309,0.917694795002309
8Y8M,2024-10-07,0.840162014500354,0.804996130651537,0.895491539567595,0.840162014500354,0.840162014500354,0.840162014500354,0.832954528122001,0.798041625551144,0.798041625551144,0.804996130651537,0.863633600577512,0.916890593239796,0.916890593239796
8Y9M,2024-11-05,0.838823212160752,0.803398752696690,0.894128023655454,0.838823212160752,0.838823212160752,0.838823212160752,0.831561603700854,0.796394769914619,0.796394769914619,0.803398752696690,0.862474978700408,0.916162394146128,0.916162394146128
8Y10M,2024-12-05,0.837440489186296,0.801749628228037,0.892719674687428,0.837440489186296,0.837440489186296,0.837440489186296,0.830123098569181,0.794694702358344,0.794694702358344,0.801749628228037,0.861278040010285,0.915409693330635,0.915409693330635
8Y11M,2025-01-06,0.835968096874161,0.799994293126517,0.891219880765373,0.835968096874161,0.835968096874161,0.835968096874161,0.828591435811544,0.792885296896076,0.792885296896076,0.799994293126517,0.860003136258780,0.914607494066993,0.914607494066993
9Y,2025-02-05,0.834590080294861,0.798352156940533,0.889816112438966,0.834590080294861,0.834590080294861,0.834590080294861,0.827158068725846,0.791192721027899,0.791192721027899,0.798352156940533,0.858809627979890,0.913856070726503,0.913856070726503
9Y1M,2025-03-05,0.833305980990790,0.796822537839023,0.888507923630167,0.833305980990790,0.833305980990790,0.833305980990790,0.825822496644967,0.789616243569384,0.789616243569384,0.796822537839023,0.857697181357086,0.913155299276484,0.913155299276484
9Y2M,2025-04-07,0.831795114430411,0.795023534482096,0.886968598558703,0.831795114430411,0.831795114430411,0.831795114430411,0.824251197779282,0.787762284454534,0.787762284454534,0.795023534482096,0.856387933355493,0.912330079914706,0.912330079914706
9Y3M,2025-05-05,0.830515315457493,0.793500292922689,0.885664596104522,0.830515315457493,0.830515315457493,0.830515315457493,0.822920319282164,0.786192642253456,0.786192642253456,0.793500292922689,0.855278623639773,0.911630478638884,0.911630478638884
9Y4M,2025-06-05,0.829100691901230,0.791817250957046,0.884223115212938,0.829100691901230,0.829100691901230,0.829100691901230,0.821449353114842,0.784458472001853,0.784458472001853,0.791817250957046,0.854052135344957,0.910856545839395,0.910856545839395
9Y5M,2025-07-07,0.827642962664938,0.790083661609877,0.882737595747490,0.827642962664938,0.827642962664938,0.827642962664938,0.819933694312407,0.782672372962876,0.782672372962876,0.790083661609877,0.852787927713099,0.910058336626975,0.910058336626975
9Y6M,2025-08-05,0.826324109496564,0.788515874914406,0.881393499566940,0.826324109496564,0.826324109496564,0.826324109496564,0.818562544234018,0.781057233642197,0.781057233642197,0.788515874914406,0.851643856027007,0.909335563745671,0.909335563745671
9Y7M,2025-09-05,0.824916624855829,0.786843405074265,0.879958970182815,0.824916624855829,0.824916624855829,0.824916624855829,0.817099367568924,0.779334390986866,0.779334390986866,0.786843405074265,0.850422580068625,0.908563579224513,0.908563579224513
9Y8M,2025-10-06,0.823511537595240,0.785174482601343,0.878526775595299,0.823511537595240,0.823511537595240,0.823511537595240,0.815638806325178,0.777615348548328,0.777615348548328,0.785174482601343,0.849203055446739,0.907792250083091,0.907792250083091
9Y9M,2025-11-05,0.822154054509109,0.783562766816281,0.877143000291250,0.822154054509109,0.822154054509109,0.822154054509109,0.814227845786273,0.775955369508699,0.775955369508699,0.783562766816281,0.848024535468843,0.907046426011614,0.907046426011614
9Y10M,2025-12-05,0.820798809109089,0.781954359375835,0.875761404583936,0.820798809109089,0.820798809109089,0.820798809109089,0.812819326045460,0.774298934033916,0.774298934033916,0.781954359375835,0.846847651035389,0.906301214694372,0.906301214694372
