#Portfolio,RiskClass,RiskType,PLDate1,PLDate2,PLAmount
All,All,DeltaGamma,2018-02-28,2018-03-14,-361929.413761
All,All,DeltaGamma,2018-03-01,2018-03-15,-18689.189626
All,All,DeltaGamma,2018-03-02,2018-03-16,152427.390762
All,All,DeltaGamma,2018-03-05,2018-03-19,59942.175792
All,All,DeltaGamma,2018-03-06,2018-03-20,439723.579241
All,All,DeltaGamma,2018-03-07,2018-03-21,240521.851232
All,All,DeltaGamma,2018-03-08,2018-03-22,56295.697522
All,All,DeltaGamma,2018-03-09,2018-03-23,-116393.037144
All,All,DeltaGamma,2018-03-12,2018-03-26,-246038.019042
All,All,DeltaGamma,2018-03-13,2018-03-27,-54009.890904
All,All,DeltaGamma,2018-03-14,2018-03-28,151197.184993
All,All,DeltaGamma,2018-03-15,2018-03-29,25166.291308
All,All,DeltaGamma,2018-03-20,2018-04-03,-59355.168401
All,All,DeltaGamma,2018-03-21,2018-04-04,142266.742856
All,All,DeltaGamma,2018-03-22,2018-04-05,144977.789540
All,All,DeltaGamma,2018-03-23,2018-04-06,186699.567149
All,All,DeltaGamma,2018-03-26,2018-04-09,302808.652548
All,All,DeltaGamma,2018-03-27,2018-04-10,120663.393478
All,All,DeltaGamma,2018-03-28,2018-04-11,-117704.846908
All,All,DeltaGamma,2018-03-29,2018-04-12,-62702.901868
All,All,DeltaGamma,2018-04-03,2018-04-17,-205452.742998
All,All,DeltaGamma,2018-04-04,2018-04-18,-198656.919805
All,All,DeltaGamma,2018-04-05,2018-04-19,-199815.019919
All,All,DeltaGamma,2018-04-06,2018-04-20,36648.149850
All,All,DeltaGamma,2018-04-09,2018-04-23,286523.205981
All,All,DeltaGamma,2018-04-10,2018-04-24,356037.534586
All,All,DeltaGamma,2018-04-11,2018-04-25,550988.284528
All,All,DeltaGamma,2018-04-12,2018-04-26,615805.992686
All,All,DeltaGamma,2018-04-13,2018-04-27,554222.870000
All,All,DeltaGamma,2018-04-16,2018-04-30,797603.098122
All,All,DeltaGamma,2018-04-17,2018-05-01,985104.546010
All,All,DeltaGamma,2018-04-18,2018-05-02,1102619.067772
All,All,DeltaGamma,2018-04-19,2018-05-03,952901.346573
All,All,DeltaGamma,2018-04-20,2018-05-04,895076.439730
All,All,DeltaGamma,2018-04-24,2018-05-08,1005149.686030
All,All,DeltaGamma,2018-04-25,2018-05-09,872493.070515
All,All,DeltaGamma,2018-04-26,2018-05-10,583704.160028
All,All,DeltaGamma,2018-04-27,2018-05-11,579611.852667
All,All,DeltaGamma,2018-04-30,2018-05-14,489518.201672
All,All,DeltaGamma,2018-05-01,2018-05-15,481171.064896
All,All,DeltaGamma,2018-05-02,2018-05-16,464907.482073
All,All,DeltaGamma,2018-05-03,2018-05-17,569033.469616
All,All,DeltaGamma,2018-05-04,2018-05-18,508334.464859
All,All,DeltaGamma,2018-05-08,2018-05-22,256278.673834
All,All,DeltaGamma,2018-05-09,2018-05-23,401094.641051
All,All,DeltaGamma,2018-05-10,2018-05-24,500492.867344
All,All,DeltaGamma,2018-05-11,2018-05-25,733228.246101
All,All,DeltaGamma,2018-05-14,2018-05-29,951155.537637
All,All,DeltaGamma,2018-05-15,2018-05-30,431784.172499
All,All,DeltaGamma,2018-05-16,2018-05-31,261136.045245
All,All,DeltaGamma,2018-05-17,2018-06-01,351970.753012
All,All,DeltaGamma,2018-05-18,2018-06-04,220738.875159
All,All,DeltaGamma,2018-05-21,2018-06-05,201321.567119
All,All,DeltaGamma,2018-05-22,2018-06-06,8270.799178
All,All,DeltaGamma,2018-05-23,2018-06-07,-230331.551060
All,All,DeltaGamma,2018-05-24,2018-06-08,-121053.579062
All,All,DeltaGamma,2018-05-25,2018-06-11,-309807.163274
All,All,DeltaGamma,2018-05-29,2018-06-12,-466340.129964
All,All,DeltaGamma,2018-05-30,2018-06-13,-275777.859464
All,All,DeltaGamma,2018-05-31,2018-06-14,398623.100120
All,All,DeltaGamma,2018-06-01,2018-06-15,188564.509441
All,All,DeltaGamma,2018-06-04,2018-06-18,241389.714371
All,All,DeltaGamma,2018-06-05,2018-06-19,375998.191214
All,All,DeltaGamma,2018-06-06,2018-06-20,627624.740851
All,All,DeltaGamma,2018-06-07,2018-06-21,601749.950964
All,All,DeltaGamma,2018-06-08,2018-06-22,391542.167140
All,All,DeltaGamma,2018-06-11,2018-06-25,311479.355935
All,All,DeltaGamma,2018-06-12,2018-06-26,367879.845215
All,All,DeltaGamma,2018-06-13,2018-06-27,716034.542005
All,All,DeltaGamma,2018-06-14,2018-06-28,79114.117406
All,All,DeltaGamma,2018-06-15,2018-06-29,-100110.205482
All,All,DeltaGamma,2018-06-18,2018-07-02,87644.483738
All,All,DeltaGamma,2018-06-19,2018-07-03,-22932.687396
All,All,DeltaGamma,2018-06-20,2018-07-05,-185607.128546
All,All,DeltaGamma,2018-06-21,2018-07-06,-264527.746836
All,All,DeltaGamma,2018-06-22,2018-07-09,-173813.188698
All,All,DeltaGamma,2018-06-25,2018-07-10,-21864.494126
All,All,DeltaGamma,2018-06-26,2018-07-11,773.796221
All,All,DeltaGamma,2018-06-27,2018-07-12,-225307.085823
All,All,DeltaGamma,2018-06-28,2018-07-13,-220286.305545
All,All,DeltaGamma,2018-06-29,2018-07-16,-17004.831619
All,All,DeltaGamma,2018-07-02,2018-07-17,-45097.073221
All,All,DeltaGamma,2018-07-03,2018-07-18,39800.375609
All,All,DeltaGamma,2018-07-05,2018-07-19,112025.740537
All,All,DeltaGamma,2018-07-06,2018-07-20,92213.656980
All,All,DeltaGamma,2018-07-09,2018-07-23,206463.879583
All,All,DeltaGamma,2018-07-10,2018-07-24,178450.370513
All,All,DeltaGamma,2018-07-11,2018-07-25,-111769.564300
All,All,DeltaGamma,2018-07-12,2018-07-26,86661.741211
All,All,DeltaGamma,2018-07-13,2018-07-27,71201.101860
All,All,DeltaGamma,2018-07-16,2018-07-30,10862.878428
All,All,DeltaGamma,2018-07-17,2018-07-31,-59018.792212
All,All,DeltaGamma,2018-07-18,2018-08-01,-39303.454469
All,All,DeltaGamma,2018-07-19,2018-08-02,173666.254123
All,All,DeltaGamma,2018-07-20,2018-08-03,390243.924999
All,All,DeltaGamma,2018-07-23,2018-08-06,371634.463809
All,All,DeltaGamma,2018-07-24,2018-08-07,234757.500123
All,All,DeltaGamma,2018-07-25,2018-08-08,291561.142010
All,All,DeltaGamma,2018-07-26,2018-08-09,306903.459625
All,All,DeltaGamma,2018-07-27,2018-08-10,638739.933412
All,All,DeltaGamma,2018-07-30,2018-08-13,767008.034387
All,All,DeltaGamma,2018-07-31,2018-08-14,909792.987124
All,All,DeltaGamma,2018-08-01,2018-08-15,836518.182091
All,All,DeltaGamma,2018-08-02,2018-08-16,536832.465738
All,All,DeltaGamma,2018-08-03,2018-08-17,340764.776945
All,All,DeltaGamma,2018-08-06,2018-08-20,160168.989840
All,All,DeltaGamma,2018-08-07,2018-08-21,73834.276828
All,All,DeltaGamma,2018-08-08,2018-08-22,60244.223133
All,All,DeltaGamma,2018-08-09,2018-08-23,-31757.395526
All,All,DeltaGamma,2018-08-10,2018-08-24,-525583.252635
All,All,DeltaGamma,2018-08-14,2018-08-28,-890679.135186
All,All,DeltaGamma,2018-08-15,2018-08-29,-939655.619190
All,All,DeltaGamma,2018-08-16,2018-08-30,-777738.308062
All,All,DeltaGamma,2018-08-17,2018-08-31,-433411.407315
All,All,DeltaGamma,2018-08-20,2018-09-04,-225935.492066
All,All,DeltaGamma,2018-08-21,2018-09-05,-129496.895440
All,All,DeltaGamma,2018-08-22,2018-09-06,-59091.433172
All,All,DeltaGamma,2018-08-23,2018-09-07,-6736.393718
All,All,DeltaGamma,2018-08-24,2018-09-10,125476.327129
All,All,DeltaGamma,2018-08-28,2018-09-12,246002.934459
All,All,DeltaGamma,2018-08-29,2018-09-13,146839.478983
All,All,DeltaGamma,2018-08-30,2018-09-14,205888.351180
All,All,DeltaGamma,2018-08-31,2018-09-17,-116855.439756
All,All,DeltaGamma,2018-09-04,2018-09-18,-156501.641166
All,All,DeltaGamma,2018-09-05,2018-09-19,-60709.853326
All,All,DeltaGamma,2018-09-06,2018-09-20,-327450.589472
All,All,DeltaGamma,2018-09-07,2018-09-21,-470561.247267
All,All,DeltaGamma,2018-09-10,2018-09-24,-383355.504794
All,All,DeltaGamma,2018-09-11,2018-09-25,-418880.955736
All,All,DeltaGamma,2018-09-12,2018-09-26,-280174.897122
All,All,DeltaGamma,2018-09-13,2018-09-27,99797.042609
All,All,DeltaGamma,2018-09-14,2018-09-28,49696.253963
All,All,DeltaGamma,2018-09-17,2018-10-01,264798.817666
All,All,DeltaGamma,2018-09-18,2018-10-02,302667.486091
All,All,DeltaGamma,2018-09-19,2018-10-03,524156.830228
All,All,DeltaGamma,2018-09-20,2018-10-04,713653.635757
All,All,DeltaGamma,2018-09-21,2018-10-05,641599.045234
All,All,DeltaGamma,2018-09-24,2018-10-09,722906.486653
All,All,DeltaGamma,2018-09-25,2018-10-10,708882.438177
All,All,DeltaGamma,2018-09-26,2018-10-11,414658.443831
All,All,DeltaGamma,2018-09-27,2018-10-12,239000.717874
All,All,DeltaGamma,2018-09-28,2018-10-15,141506.902528
All,All,DeltaGamma,2018-10-01,2018-10-16,68325.938421
All,All,DeltaGamma,2018-10-02,2018-10-17,152248.811479
All,All,DeltaGamma,2018-10-03,2018-10-18,83964.183421
All,All,DeltaGamma,2018-10-04,2018-10-19,23367.801156
All,All,DeltaGamma,2018-10-05,2018-10-22,187439.600971
All,All,DeltaGamma,2018-10-09,2018-10-23,77510.146130
All,All,DeltaGamma,2018-10-10,2018-10-24,366706.615458
All,All,DeltaGamma,2018-10-11,2018-10-25,622681.493601
All,All,DeltaGamma,2018-10-12,2018-10-26,460076.094141
All,All,DeltaGamma,2018-10-15,2018-10-29,536354.031787
All,All,DeltaGamma,2018-10-16,2018-10-30,578623.559002
All,All,DeltaGamma,2018-10-17,2018-10-31,523042.709353
All,All,DeltaGamma,2018-10-18,2018-11-01,129667.984213
All,All,DeltaGamma,2018-10-19,2018-11-02,334018.594963
All,All,DeltaGamma,2018-10-22,2018-11-05,167459.766341
All,All,DeltaGamma,2018-10-23,2018-11-06,127098.186592
All,All,DeltaGamma,2018-10-24,2018-11-07,-73026.528923
All,All,DeltaGamma,2018-10-25,2018-11-08,37578.652824
All,All,DeltaGamma,2018-10-26,2018-11-09,201846.126646
All,All,DeltaGamma,2018-10-29,2018-11-13,251728.983443
All,All,DeltaGamma,2018-10-30,2018-11-14,139122.074694
All,All,DeltaGamma,2018-10-31,2018-11-15,12370.370307
All,All,DeltaGamma,2018-11-01,2018-11-16,22206.577172
All,All,DeltaGamma,2018-11-02,2018-11-19,-97066.637010
All,All,DeltaGamma,2018-11-05,2018-11-20,164292.469433
All,All,DeltaGamma,2018-11-06,2018-11-21,181924.747042
All,All,DeltaGamma,2018-11-07,2018-11-23,289083.503139
All,All,DeltaGamma,2018-11-08,2018-11-26,166454.376890
All,All,DeltaGamma,2018-11-09,2018-11-27,201714.011041
All,All,DeltaGamma,2018-11-13,2018-11-28,-126367.214660
All,All,DeltaGamma,2018-11-14,2018-11-29,-132805.516537
All,All,DeltaGamma,2018-11-15,2018-11-30,72233.683289
All,All,DeltaGamma,2018-11-16,2018-12-03,215614.576544
All,All,DeltaGamma,2018-11-19,2018-12-04,303314.680573
All,All,DeltaGamma,2018-11-20,2018-12-05,87093.894812
All,All,DeltaGamma,2018-11-21,2018-12-06,78086.673782
All,All,DeltaGamma,2018-11-23,2018-12-07,-44934.704719
All,All,DeltaGamma,2018-11-26,2018-12-10,-34499.443457
All,All,DeltaGamma,2018-11-27,2018-12-11,-23194.523448
All,All,DeltaGamma,2018-11-28,2018-12-12,61362.415910
All,All,DeltaGamma,2018-11-29,2018-12-13,133352.761350
All,All,DeltaGamma,2018-11-30,2018-12-14,91311.405801
All,All,DeltaGamma,2018-12-03,2018-12-17,65533.099319
All,All,DeltaGamma,2018-12-04,2018-12-18,18942.995404
All,All,DeltaGamma,2018-12-05,2018-12-19,-76052.249892
All,All,DeltaGamma,2018-12-06,2018-12-20,-200068.697876
All,All,DeltaGamma,2018-12-07,2018-12-21,4837.517667
All,All,DeltaGamma,2018-12-10,2018-12-24,-117281.136034
All,All,DeltaGamma,2018-12-12,2018-12-27,-157289.891151
All,All,DeltaGamma,2018-12-13,2018-12-28,-218987.610506
All,All,DeltaGamma,2018-12-14,2018-12-31,-426941.681678
All,All,DeltaGamma,2018-12-17,2019-01-02,24345.115990
All,All,DeltaGamma,2018-12-18,2019-01-03,-122195.754000
All,All,DeltaGamma,2018-12-19,2019-01-04,-30618.308818
All,All,DeltaGamma,2018-12-20,2019-01-07,-52689.626199
All,All,DeltaGamma,2018-12-21,2019-01-08,-179839.985427
All,All,DeltaGamma,2018-12-24,2019-01-09,-339680.184138
All,All,DeltaGamma,2018-12-27,2019-01-11,-106377.688810
All,All,DeltaGamma,2018-12-28,2019-01-14,-64872.850159
All,All,DeltaGamma,2018-12-31,2019-01-15,165404.487949
All,All,DeltaGamma,2019-01-02,2019-01-16,-127611.147072
All,All,DeltaGamma,2019-01-03,2019-01-17,54823.202025
All,All,DeltaGamma,2019-01-04,2019-01-18,141693.651689
All,All,DeltaGamma,2019-01-07,2019-01-22,324415.747385
All,All,DeltaGamma,2019-01-08,2019-01-23,187924.495844
All,All,DeltaGamma,2019-01-09,2019-01-24,609148.234316
All,All,DeltaGamma,2019-01-10,2019-01-25,238006.478131
All,All,DeltaGamma,2019-01-11,2019-01-28,90973.909464
All,All,DeltaGamma,2019-01-14,2019-01-29,72371.384843
All,All,DeltaGamma,2019-01-15,2019-01-30,-205355.759669
All,All,DeltaGamma,2019-01-16,2019-01-31,-144440.597623
All,All,DeltaGamma,2019-01-17,2019-02-01,-193562.073317
All,All,DeltaGamma,2019-01-18,2019-02-04,-245121.114177
All,All,DeltaGamma,2019-01-22,2019-02-05,-154048.600209
All,All,DeltaGamma,2019-01-23,2019-02-06,52037.163410
All,All,DeltaGamma,2019-01-24,2019-02-07,-97128.686585
All,All,DeltaGamma,2019-01-25,2019-02-08,207264.831950
All,All,DeltaGamma,2019-01-28,2019-02-11,413619.505023
All,All,DeltaGamma,2019-01-29,2019-02-12,311262.780684
All,All,DeltaGamma,2019-01-30,2019-02-13,611397.570037
All,All,DeltaGamma,2019-01-31,2019-02-14,423667.171036
All,All,DeltaGamma,2019-02-01,2019-02-15,453443.962832
All,All,DeltaGamma,2019-02-04,2019-02-19,298047.472631
All,All,DeltaGamma,2019-02-05,2019-02-20,244675.151330
All,All,DeltaGamma,2019-02-06,2019-02-21,127284.604146
All,All,DeltaGamma,2019-02-07,2019-02-22,56778.143710
All,All,DeltaGamma,2019-02-08,2019-02-25,-25034.312620
All,All,DeltaGamma,2019-02-11,2019-02-26,-265452.568887
All,All,DeltaGamma,2019-02-12,2019-02-27,-58253.330490
All,All,DeltaGamma,2019-02-13,2019-02-28,-247739.792502
All,All,DeltaGamma,2019-02-14,2019-03-01,-185915.569559
All,All,DeltaGamma,2019-02-15,2019-03-04,-92975.755631
All,All,DeltaGamma,2019-02-19,2019-03-05,109547.582458
All,All,DeltaGamma,2019-02-20,2019-03-06,100692.596511
All,All,DeltaGamma,2019-02-21,2019-03-07,375745.525372
All,All,DeltaGamma,2019-02-22,2019-03-08,284831.658957
All,All,DeltaGamma,2019-02-25,2019-03-11,300675.349644
All,All,DeltaGamma,2019-02-26,2019-03-12,304542.561758
All,All,DeltaGamma,2019-02-27,2019-03-13,132366.233457
All,All,DeltaGamma,2019-02-28,2019-03-14,199268.207065
All,All,DeltaGamma,2019-03-01,2019-03-15,174181.038721
All,All,DeltaGamma,2019-03-04,2019-03-18,52338.562563
All,All,DeltaGamma,2019-03-05,2019-03-19,-73695.957173
All,All,DeltaGamma,2019-03-06,2019-03-20,-236778.739975
All,All,DeltaGamma,2019-03-07,2019-03-21,-430295.424317
All,All,DeltaGamma,2019-03-08,2019-03-22,-153814.759206
All,All,DeltaGamma,2019-03-11,2019-03-25,-123828.138143
All,All,DeltaGamma,2019-03-12,2019-03-26,111137.565895
All,All,DeltaGamma,2019-03-13,2019-03-27,273083.119820
All,All,DeltaGamma,2019-03-14,2019-03-28,258384.029574
All,All,DeltaGamma,2019-03-15,2019-03-29,340552.823523
All,All,DeltaGamma,2019-03-18,2019-04-01,369778.816241
All,All,DeltaGamma,2019-03-19,2019-04-02,413639.677054
All,All,DeltaGamma,2019-03-20,2019-04-03,483946.867403
All,All,DeltaGamma,2019-03-21,2019-04-04,413057.422550
All,All,DeltaGamma,2019-03-22,2019-04-05,261625.228926
All,All,DeltaGamma,2019-03-25,2019-04-08,128977.987443
All,All,DeltaGamma,2019-03-26,2019-04-09,-11771.650533
All,All,DeltaGamma,2019-03-27,2019-04-10,-97065.352296
All,All,DeltaGamma,2019-03-28,2019-04-11,-78860.818571
All,All,DeltaGamma,2019-03-29,2019-04-12,-241384.493186
All,All,DeltaGamma,2019-04-01,2019-04-15,-260159.057994
All,All,DeltaGamma,2019-04-02,2019-04-16,-187687.457263
All,All,DeltaGamma,2019-04-03,2019-04-17,-153137.314643
All,All,DeltaGamma,2019-04-04,2019-04-18,24140.726689
All,All,DeltaGamma,2019-04-09,2019-04-23,122002.624684
All,All,DeltaGamma,2019-04-10,2019-04-24,338051.642559
All,All,DeltaGamma,2019-04-11,2019-04-25,340180.586157
All,All,DeltaGamma,2019-04-12,2019-04-26,430837.436816
All,All,DeltaGamma,2019-04-15,2019-04-29,336173.302806
All,All,DeltaGamma,2019-04-16,2019-04-30,170471.464360
All,All,DeltaGamma,2019-04-17,2019-05-01,262904.953104
All,All,DeltaGamma,2019-04-18,2019-05-02,100903.888975
All,All,DeltaGamma,2019-04-23,2019-05-07,95372.644892
All,All,DeltaGamma,2019-04-24,2019-05-08,-103200.456522
All,All,DeltaGamma,2019-04-25,2019-05-09,-243459.172773
All,All,DeltaGamma,2019-04-26,2019-05-10,-259974.437391
All,All,DeltaGamma,2019-04-29,2019-05-13,-128802.508136
All,All,DeltaGamma,2019-04-30,2019-05-14,-25931.837713
All,All,DeltaGamma,2019-05-01,2019-05-15,-39153.757855
All,All,DeltaGamma,2019-05-02,2019-05-16,-6637.216058
All,All,DeltaGamma,2019-05-03,2019-05-17,108987.065039
All,All,DeltaGamma,2019-05-07,2019-05-21,64071.859682
All,All,DeltaGamma,2019-05-08,2019-05-22,98841.639332
All,All,DeltaGamma,2019-05-09,2019-05-23,98879.579318
All,All,DeltaGamma,2019-05-10,2019-05-24,91764.141731
All,All,DeltaGamma,2019-05-13,2019-05-28,200656.307072
All,All,DeltaGamma,2019-05-14,2019-05-29,260304.768198
All,All,DeltaGamma,2019-05-15,2019-05-30,236982.185160
All,All,DeltaGamma,2019-05-16,2019-05-31,15314.479372
All,All,DeltaGamma,2019-05-17,2019-06-03,-195490.465287
All,All,DeltaGamma,2019-05-20,2019-06-04,-171016.566250
All,All,DeltaGamma,2019-05-21,2019-06-05,-127385.655738
All,All,DeltaGamma,2019-05-22,2019-06-06,-304321.013317
All,All,DeltaGamma,2019-05-23,2019-06-07,-367669.170197
All,All,DeltaGamma,2019-05-24,2019-06-10,-250375.417748
All,All,DeltaGamma,2019-05-28,2019-06-11,-420745.532181
All,All,DeltaGamma,2019-05-29,2019-06-12,-391106.992668
All,All,DeltaGamma,2019-05-30,2019-06-13,-371701.199992
All,All,DeltaGamma,2019-05-31,2019-06-14,-53703.213548
All,All,DeltaGamma,2019-06-03,2019-06-17,94740.518459
All,All,DeltaGamma,2019-06-04,2019-06-18,179668.810881
All,All,DeltaGamma,2019-06-05,2019-06-19,13084.141194
All,All,DeltaGamma,2019-06-06,2019-06-20,-5674.903903
All,All,DeltaGamma,2019-06-07,2019-06-21,-57566.050297
All,All,DeltaGamma,2019-06-10,2019-06-24,-192097.508005
All,All,DeltaGamma,2019-06-11,2019-06-25,-68985.933251
All,All,DeltaGamma,2019-06-12,2019-06-26,-192930.429121
All,All,DeltaGamma,2019-06-13,2019-06-27,-214050.112805
All,All,DeltaGamma,2019-06-14,2019-06-28,-395223.177845
All,All,DeltaGamma,2019-06-17,2019-07-01,-165889.083852
All,All,DeltaGamma,2019-06-18,2019-07-02,-241204.043504
All,All,DeltaGamma,2019-06-19,2019-07-03,-124595.636606
All,All,DeltaGamma,2019-06-20,2019-07-05,172884.769257
All,All,DeltaGamma,2019-06-21,2019-07-08,401099.082269
All,All,DeltaGamma,2019-06-24,2019-07-09,502166.634077
All,All,DeltaGamma,2019-06-25,2019-07-10,302041.345810
All,All,DeltaGamma,2019-06-26,2019-07-11,312522.981944
All,All,DeltaGamma,2019-06-27,2019-07-12,265318.191485
All,All,DeltaGamma,2019-06-28,2019-07-15,315125.561535
All,All,DeltaGamma,2019-07-01,2019-07-16,224338.540738
All,All,DeltaGamma,2019-07-02,2019-07-17,220675.515907
All,All,DeltaGamma,2019-07-03,2019-07-18,22672.661637
All,All,DeltaGamma,2019-07-05,2019-07-19,27752.590079
All,All,DeltaGamma,2019-07-08,2019-07-22,36813.533382
All,All,DeltaGamma,2019-07-09,2019-07-23,177830.609575
All,All,DeltaGamma,2019-07-10,2019-07-24,318056.728732
All,All,DeltaGamma,2019-07-11,2019-07-25,305097.702969
All,All,DeltaGamma,2019-07-12,2019-07-26,393231.230634
All,All,DeltaGamma,2019-07-15,2019-07-29,291850.893724
All,All,DeltaGamma,2019-07-16,2019-07-30,130866.604284
All,All,DeltaGamma,2019-07-17,2019-07-31,376096.538907
All,All,DeltaGamma,2019-07-18,2019-08-01,524598.317521
All,All,DeltaGamma,2019-07-19,2019-08-02,313409.439812
All,All,DeltaGamma,2019-07-22,2019-08-05,26556.425068
All,All,DeltaGamma,2019-07-23,2019-08-06,-116247.579201
All,All,DeltaGamma,2019-07-24,2019-08-07,-117161.248293
All,All,DeltaGamma,2019-07-25,2019-08-08,-45303.909808
All,All,DeltaGamma,2019-07-26,2019-08-09,-151703.095531
All,All,DeltaGamma,2019-07-29,2019-08-12,-136766.992944
All,All,DeltaGamma,2019-07-30,2019-08-13,6563.184209
All,All,DeltaGamma,2019-07-31,2019-08-14,-139875.048174
All,All,DeltaGamma,2019-08-01,2019-08-15,-25744.623817
All,All,DeltaGamma,2019-08-02,2019-08-16,94018.214348
All,All,DeltaGamma,2019-08-05,2019-08-19,367809.044975
All,All,DeltaGamma,2019-08-06,2019-08-20,293312.148799
All,All,DeltaGamma,2019-08-07,2019-08-21,308919.093407
All,All,DeltaGamma,2019-08-08,2019-08-22,259044.010602
All,All,DeltaGamma,2019-08-09,2019-08-23,138278.314715
All,All,DeltaGamma,2019-08-13,2019-08-27,210293.048981
All,All,DeltaGamma,2019-08-14,2019-08-28,156591.683376
All,All,DeltaGamma,2019-08-15,2019-08-29,124486.762163
All,All,DeltaGamma,2019-08-16,2019-08-30,253855.712829
All,All,DeltaGamma,2019-08-19,2019-09-03,263876.373432
All,All,DeltaGamma,2019-08-20,2019-09-04,154072.221366
All,All,DeltaGamma,2019-08-21,2019-09-05,118018.707716
All,All,DeltaGamma,2019-08-22,2019-09-06,143322.775975
All,All,DeltaGamma,2019-08-23,2019-09-09,281545.069124
All,All,DeltaGamma,2019-08-27,2019-09-11,284125.398747
All,All,DeltaGamma,2019-08-28,2019-09-12,112304.089298
All,All,DeltaGamma,2019-08-29,2019-09-13,49298.568231
All,All,DeltaGamma,2019-08-30,2019-09-16,54164.225908
All,All,DeltaGamma,2019-09-03,2019-09-17,-158411.570895
All,All,DeltaGamma,2019-09-04,2019-09-18,127911.393304
All,All,DeltaGamma,2019-09-05,2019-09-19,98072.188628
All,All,DeltaGamma,2019-09-06,2019-09-20,141180.992222
All,All,DeltaGamma,2019-09-09,2019-09-23,258195.218491
All,All,DeltaGamma,2019-09-10,2019-09-24,138169.890489
All,All,DeltaGamma,2019-09-11,2019-09-25,230497.190524
All,All,DeltaGamma,2019-09-12,2019-09-26,436050.023283
All,All,DeltaGamma,2019-09-13,2019-09-27,391230.405302
All,All,DeltaGamma,2019-09-16,2019-09-30,311245.588016
All,All,DeltaGamma,2019-09-17,2019-10-01,397994.860706
All,All,DeltaGamma,2019-09-18,2019-10-02,227801.559415
All,All,DeltaGamma,2019-09-19,2019-10-03,248532.594836
All,All,DeltaGamma,2019-09-20,2019-10-04,157963.775195
All,All,DeltaGamma,2019-09-23,2019-10-07,131601.337799
All,All,DeltaGamma,2019-09-24,2019-10-08,257728.433826
All,All,DeltaGamma,2019-09-25,2019-10-09,11731.341439
All,All,DeltaGamma,2019-09-26,2019-10-10,-159702.781148
All,All,DeltaGamma,2019-09-27,2019-10-11,-192646.425373
All,All,DeltaGamma,2019-09-30,2019-10-15,-252165.568440
All,All,DeltaGamma,2019-10-01,2019-10-16,-265165.971877
All,All,DeltaGamma,2019-10-02,2019-10-17,-344033.743624
All,All,DeltaGamma,2019-10-03,2019-10-18,-456133.580659
All,All,DeltaGamma,2019-10-04,2019-10-21,-379758.931416
All,All,DeltaGamma,2019-10-07,2019-10-22,-362713.458091
All,All,DeltaGamma,2019-10-08,2019-10-23,-419747.035968
All,All,DeltaGamma,2019-10-09,2019-10-24,-301983.140103
All,All,DeltaGamma,2019-10-10,2019-10-25,-122597.559420
All,All,DeltaGamma,2019-10-11,2019-10-28,-109335.345398
All,All,DeltaGamma,2019-10-15,2019-10-29,-185343.018315
All,All,DeltaGamma,2019-10-16,2019-10-30,-170827.542213
All,All,DeltaGamma,2019-10-17,2019-10-31,-39561.493768
All,All,DeltaGamma,2019-10-18,2019-11-01,43565.293892
All,All,DeltaGamma,2019-10-21,2019-11-04,85125.928477
All,All,DeltaGamma,2019-10-22,2019-11-05,164799.448564
All,All,DeltaGamma,2019-10-23,2019-11-06,197938.409299
All,All,DeltaGamma,2019-10-24,2019-11-07,159834.181791
All,All,DeltaGamma,2019-10-25,2019-11-08,179442.906477
All,All,DeltaGamma,2019-10-28,2019-11-12,259813.404666
All,All,DeltaGamma,2019-10-29,2019-11-13,296971.074448
All,All,DeltaGamma,2019-10-30,2019-11-14,360742.304624
All,All,DeltaGamma,2019-10-31,2019-11-15,283994.277252
All,All,DeltaGamma,2019-11-01,2019-11-18,274067.052302
All,All,DeltaGamma,2019-11-04,2019-11-19,155291.008026
All,All,DeltaGamma,2019-11-05,2019-11-20,37264.999852
All,All,DeltaGamma,2019-11-06,2019-11-21,67022.482049
All,All,DeltaGamma,2019-11-07,2019-11-22,117928.874489
All,All,DeltaGamma,2019-11-08,2019-11-25,59385.584432
All,All,DeltaGamma,2019-11-12,2019-11-26,34820.465544
All,All,DeltaGamma,2019-11-13,2019-11-27,83539.273312
All,All,DeltaGamma,2019-11-14,2019-11-29,44383.506395
All,All,DeltaGamma,2019-11-15,2019-12-02,-47629.783147
All,All,DeltaGamma,2019-11-18,2019-12-03,-4599.781878
All,All,DeltaGamma,2019-11-19,2019-12-04,21325.375017
All,All,DeltaGamma,2019-11-20,2019-12-05,-55742.220427
All,All,DeltaGamma,2019-11-21,2019-12-06,23816.853583
All,All,DeltaGamma,2019-11-22,2019-12-09,-93481.317696
All,All,DeltaGamma,2019-11-25,2019-12-10,-199162.058073
All,All,DeltaGamma,2019-11-26,2019-12-11,-302433.774500
All,All,DeltaGamma,2019-11-27,2019-12-12,-342391.247284
All,All,DeltaGamma,2019-11-29,2019-12-13,-242335.735031
All,All,DeltaGamma,2019-12-02,2019-12-16,-128043.518768
All,All,DeltaGamma,2019-12-03,2019-12-17,-138561.139029
All,All,DeltaGamma,2019-12-04,2019-12-18,-47393.367735
All,All,DeltaGamma,2019-12-05,2019-12-19,-10619.212359
All,All,DeltaGamma,2019-12-06,2019-12-20,-26207.561969
All,All,DeltaGamma,2019-12-09,2019-12-23,-28904.287786
