SurvivalProbability/CPTY_C/0/6M	SurvivalProbability/CPTY_C/0/6M	2500
SurvivalProbability/CPTY_C/1/1Y	SurvivalProbability/CPTY_C/1/1Y	2500
SurvivalProbability/CPTY_C/2/2Y	SurvivalProbability/CPTY_C/2/2Y	2500
SurvivalProbability/CPTY_C/3/5Y	SurvivalProbability/CPTY_C/3/5Y	2500
SwaptionVolatility/EUR/10/10Y/5Y/ATM	SwaptionVolatility/EUR/10/10Y/5Y/ATM	100
SwaptionVolatility/EUR/11/10Y/10Y/ATM	SwaptionVolatility/EUR/11/10Y/10Y/ATM	100
YieldCurve/BENCHMARK_EUR/0/6M	YieldCurve/BENCHMARK_EUR/0/6M	2500
YieldCurve/BENCHMARK_EUR/1/1Y	YieldCurve/BENCHMARK_EUR/1/1Y	2500
YieldCurve/BENCHMARK_EUR/2/2Y	YieldCurve/BENCHMARK_EUR/2/2Y	2500
YieldCurve/BENCHMARK_EUR/3/3Y	YieldCurve/BENCHMARK_EUR/3/3Y	2500
YieldCurve/BENCHMARK_EUR/4/5Y	YieldCurve/BENCHMARK_EUR/4/5Y	2500
YoYInflationCurve/EUHICPXT/1/1Y	YoYInflationCurve/EUHICPXT/1/1Y	2500
YoYInflationCurve/EUHICPXT/2/2Y	YoYInflationCurve/EUHICPXT/2/2Y	2500
YoYInflationCurve/EUHICPXT/3/3Y	YoYInflationCurve/EUHICPXT/3/3Y	2500
YoYInflationCurve/EUHICPXT/4/5Y	YoYInflationCurve/EUHICPXT/4/5Y	2500
YoYInflationCurve/EUHICPXT/5/7Y	YoYInflationCurve/EUHICPXT/5/7Y	2500
ZeroInflationCurve/UKRPI/1/1Y	ZeroInflationCurve/UKRPI/1/1Y	2500
ZeroInflationCurve/UKRPI/2/2Y	ZeroInflationCurve/UKRPI/2/2Y	2500
ZeroInflationCurve/UKRPI/3/3Y	ZeroInflationCurve/UKRPI/3/3Y	2500
ZeroInflationCurve/UKRPI/4/5Y	ZeroInflationCurve/UKRPI/4/5Y	2500
ZeroInflationCurve/UKRPI/5/7Y	ZeroInflationCurve/UKRPI/5/7Y	2500
OptionletVolatility/EUR/0/1Y/0.01	OptionletVolatility/EUR/0/1Y/0.01	100
OptionletVolatility/EUR/10/3Y/0.01	OptionletVolatility/EUR/10/3Y/0.01	100
OptionletVolatility/EUR/13/3Y/0.04	OptionletVolatility/EUR/13/3Y/0.04	100
OptionletVolatility/EUR/15/5Y/0.01	OptionletVolatility/EUR/15/5Y/0.01	100
OptionletVolatility/EUR/18/5Y/0.04	OptionletVolatility/EUR/18/5Y/0.04	100
OptionletVolatility/EUR/20/7Y/0.01	OptionletVolatility/EUR/20/7Y/0.01	100
OptionletVolatility/EUR/23/7Y/0.04	OptionletVolatility/EUR/23/7Y/0.04	100
OptionletVolatility/EUR/25/10Y/0.01	OptionletVolatility/EUR/25/10Y/0.01	100
OptionletVolatility/EUR/28/10Y/0.04	OptionletVolatility/EUR/28/10Y/0.04	100
OptionletVolatility/EUR/3/1Y/0.04	OptionletVolatility/EUR/3/1Y/0.04	100
OptionletVolatility/EUR/5/2Y/0.01	OptionletVolatility/EUR/5/2Y/0.01	100
OptionletVolatility/EUR/8/2Y/0.04	OptionletVolatility/EUR/8/2Y/0.04	100
OptionletVolatility/USD/0/1Y/0.01	OptionletVolatility/USD/0/1Y/0.01	100
OptionletVolatility/USD/10/3Y/0.01	OptionletVolatility/USD/10/3Y/0.01	100
OptionletVolatility/USD/13/3Y/0.04	OptionletVolatility/USD/13/3Y/0.04	100
OptionletVolatility/USD/15/5Y/0.01	OptionletVolatility/USD/15/5Y/0.01	100
OptionletVolatility/USD/18/5Y/0.04	OptionletVolatility/USD/18/5Y/0.04	100
OptionletVolatility/USD/20/7Y/0.01	OptionletVolatility/USD/20/7Y/0.01	100
OptionletVolatility/USD/23/7Y/0.04	OptionletVolatility/USD/23/7Y/0.04	100
OptionletVolatility/USD/25/10Y/0.01	OptionletVolatility/USD/25/10Y/0.01	100
OptionletVolatility/USD/28/10Y/0.04	OptionletVolatility/USD/28/10Y/0.04	100
OptionletVolatility/USD/3/1Y/0.04	OptionletVolatility/USD/3/1Y/0.04	100
OptionletVolatility/USD/5/2Y/0.01	OptionletVolatility/USD/5/2Y/0.01	100
OptionletVolatility/USD/8/2Y/0.04	OptionletVolatility/USD/8/2Y/0.04	100
