#fixingDate,fixingId,fixingValue
2023-07-12,EUR-EONIA,0.0348900000
2023-07-13,EUR-EONIA,0.0348900000
2023-07-14,EUR-EONIA,0.0348600000
2023-07-17,EUR-EONIA,0.0348700000
2023-07-18,EUR-EONIA,0.0348500000
2023-07-19,EUR-EONIA,0.0348400000
2023-07-20,EUR-EONIA,0.0348500000
2023-07-21,EUR-EONIA,0.0348800000
2023-07-24,EUR-EONIA,0.0348900000
2023-07-25,EUR-EONIA,0.0349000000
2023-07-26,EUR-EONIA,0.0349000000
2023-07-27,EUR-EONIA,0.0348700000
2023-07-28,EUR-EONIA,0.0348800000
2023-07-31,EUR-EONIA,0.0348900000
2023-08-01,EUR-EONIA,0.0347700000
2023-08-02,EUR-EONIA,0.0348900000
2023-08-03,EUR-EONIA,0.0374000000
2023-08-04,EUR-EONIA,0.0373800000
2023-08-07,EUR-EONIA,0.0373800000
2023-04-07,EUR-ESTER,0.0290200000
2023-04-10,EUR-ESTER,0.0290200000
2023-04-11,EUR-ESTER,0.0290200000
2023-04-12,EUR-ESTER,0.0290300000
2023-04-13,EUR-ESTER,0.0289700000
2023-04-14,EUR-ESTER,0.0289800000
2023-04-17,EUR-ESTER,0.0289900000
2023-04-18,EUR-ESTER,0.0289600000
2023-04-19,EUR-ESTER,0.0289700000
2023-04-20,EUR-ESTER,0.0290100000
2023-04-21,EUR-ESTER,0.0290200000
2023-04-24,EUR-ESTER,0.0290400000
2023-04-25,EUR-ESTER,0.0290200000
2023-04-26,EUR-ESTER,0.0290500000
2023-04-27,EUR-ESTER,0.0290100000
2023-04-28,EUR-ESTER,0.0290000000
2023-05-01,EUR-ESTER,0.0290000000
2023-05-02,EUR-ESTER,0.0290000000
2023-05-03,EUR-ESTER,0.0289400000
2023-05-04,EUR-ESTER,0.0289600000
2023-05-05,EUR-ESTER,0.0289600000
2023-05-08,EUR-ESTER,0.0289700000
2023-05-09,EUR-ESTER,0.0289800000
2023-05-10,EUR-ESTER,0.0289200000
2023-05-11,EUR-ESTER,0.0289400000
2023-05-12,EUR-ESTER,0.0314500000
2023-05-15,EUR-ESTER,0.0314500000
2023-05-16,EUR-ESTER,0.0314800000
2023-05-17,EUR-ESTER,0.0314500000
2023-05-18,EUR-ESTER,0.0314700000
2023-05-19,EUR-ESTER,0.0315100000
2023-05-22,EUR-ESTER,0.0315300000
2023-05-23,EUR-ESTER,0.0315100000
2023-05-24,EUR-ESTER,0.0315000000
2023-05-25,EUR-ESTER,0.0315700000
2023-05-26,EUR-ESTER,0.0314800000
2023-05-29,EUR-ESTER,0.0314800000
2023-05-30,EUR-ESTER,0.0315200000
2023-05-31,EUR-ESTER,0.0314700000
2023-06-01,EUR-ESTER,0.0314800000
2023-06-02,EUR-ESTER,0.0314400000
2023-06-05,EUR-ESTER,0.0314700000
2023-06-06,EUR-ESTER,0.0314800000
2023-06-07,EUR-ESTER,0.0314800000
2023-06-08,EUR-ESTER,0.0314500000
2023-06-09,EUR-ESTER,0.0314400000
2023-06-12,EUR-ESTER,0.0314600000
2023-06-13,EUR-ESTER,0.0314700000
2023-06-14,EUR-ESTER,0.0314700000
2023-06-15,EUR-ESTER,0.0314700000
2023-06-16,EUR-ESTER,0.0315000000
2023-06-19,EUR-ESTER,0.0314700000
2023-06-20,EUR-ESTER,0.0314400000
2023-06-21,EUR-ESTER,0.0314400000
2023-06-22,EUR-ESTER,0.0314400000
2023-06-23,EUR-ESTER,0.0339500000
2023-06-26,EUR-ESTER,0.0339700000
2023-06-27,EUR-ESTER,0.0340000000
2023-06-28,EUR-ESTER,0.0340000000
2023-06-29,EUR-ESTER,0.0339700000
2023-06-30,EUR-ESTER,0.0340000000
2023-07-03,EUR-ESTER,0.0340000000
2023-07-04,EUR-ESTER,0.0340000000
2023-07-05,EUR-ESTER,0.0339900000
2023-07-06,EUR-ESTER,0.0340100000
2023-07-07,EUR-ESTER,0.0340400000
2023-07-10,EUR-ESTER,0.0340600000
2023-07-11,EUR-ESTER,0.0340600000
2023-07-12,EUR-ESTER,0.0340200000
2023-07-13,EUR-ESTER,0.0340400000
2023-07-14,EUR-ESTER,0.0340400000
2023-07-17,EUR-ESTER,0.0340100000
2023-07-18,EUR-ESTER,0.0340200000
2023-07-19,EUR-ESTER,0.0340000000
2023-07-20,EUR-ESTER,0.0339900000
2023-07-21,EUR-ESTER,0.0340000000
2023-07-24,EUR-ESTER,0.0340300000
2023-07-25,EUR-ESTER,0.0340400000
2023-07-26,EUR-ESTER,0.0340500000
2023-07-27,EUR-ESTER,0.0340500000
2023-07-28,EUR-ESTER,0.0340200000
2023-07-31,EUR-ESTER,0.0340300000
2023-08-01,EUR-ESTER,0.0340400000
2023-08-02,EUR-ESTER,0.0339200000
2023-08-03,EUR-ESTER,0.0340400000
2023-08-04,EUR-ESTER,0.0365500000
2023-08-07,EUR-ESTER,0.0365300000
2023-02-17,FX-ECB-EUR-USD,1.0625000000
2023-03-20,FX-ECB-EUR-USD,1.0717000000
2023-04-20,FX-ECB-EUR-USD,1.0944000000
2023-05-19,FX-ECB-EUR-USD,1.0808000000
2023-06-20,FX-ECB-EUR-USD,1.0933000000
2023-07-20,FX-ECB-EUR-USD,1.1197000000
2023-04-07,USD-FedFunds,0.0483000000
2023-04-10,USD-FedFunds,0.0483000000
2023-04-11,USD-FedFunds,0.0483000000
2023-04-12,USD-FedFunds,0.0483000000
2023-04-13,USD-FedFunds,0.0483000000
2023-04-14,USD-FedFunds,0.0483000000
2023-04-17,USD-FedFunds,0.0483000000
2023-04-18,USD-FedFunds,0.0483000000
2023-04-19,USD-FedFunds,0.0483000000
2023-04-20,USD-FedFunds,0.0483000000
2023-04-21,USD-FedFunds,0.0483000000
2023-04-24,USD-FedFunds,0.0483000000
2023-04-25,USD-FedFunds,0.0483000000
2023-04-26,USD-FedFunds,0.0483000000
2023-04-27,USD-FedFunds,0.0483000000
2023-04-28,USD-FedFunds,0.0483000000
2023-05-01,USD-FedFunds,0.0483000000
2023-05-02,USD-FedFunds,0.0483000000
2023-05-03,USD-FedFunds,0.0483000000
2023-05-04,USD-FedFunds,0.0508000000
2023-05-05,USD-FedFunds,0.0508000000
2023-05-08,USD-FedFunds,0.0508000000
2023-05-09,USD-FedFunds,0.0508000000
2023-05-10,USD-FedFunds,0.0508000000
2023-05-11,USD-FedFunds,0.0508000000
2023-05-12,USD-FedFunds,0.0508000000
2023-05-15,USD-FedFunds,0.0508000000
2023-05-16,USD-FedFunds,0.0508000000
2023-05-17,USD-FedFunds,0.0508000000
2023-05-18,USD-FedFunds,0.0508000000
2023-05-19,USD-FedFunds,0.0508000000
2023-05-22,USD-FedFunds,0.0508000000
2023-05-23,USD-FedFunds,0.0508000000
2023-05-24,USD-FedFunds,0.0508000000
2023-05-25,USD-FedFunds,0.0508000000
2023-05-26,USD-FedFunds,0.0508000000
2023-05-29,USD-FedFunds,0.0508000000
2023-05-30,USD-FedFunds,0.0508000000
2023-05-31,USD-FedFunds,0.0508000000
2023-06-01,USD-FedFunds,0.0508000000
2023-06-02,USD-FedFunds,0.0508000000
2023-06-05,USD-FedFunds,0.0508000000
2023-06-06,USD-FedFunds,0.0508000000
2023-06-07,USD-FedFunds,0.0508000000
2023-06-08,USD-FedFunds,0.0508000000
2023-06-09,USD-FedFunds,0.0508000000
2023-06-12,USD-FedFunds,0.0508000000
2023-06-13,USD-FedFunds,0.0508000000
2023-06-14,USD-FedFunds,0.0508000000
2023-06-15,USD-FedFunds,0.0507000000
2023-06-16,USD-FedFunds,0.0508000000
2023-06-19,USD-FedFunds,0.0508000000
2023-06-20,USD-FedFunds,0.0507000000
2023-06-21,USD-FedFunds,0.0507000000
2023-06-22,USD-FedFunds,0.0507000000
2023-06-23,USD-FedFunds,0.0507000000
2023-06-26,USD-FedFunds,0.0507000000
2023-06-27,USD-FedFunds,0.0507000000
2023-06-28,USD-FedFunds,0.0507000000
2023-06-29,USD-FedFunds,0.0507000000
2023-06-30,USD-FedFunds,0.0508000000
2023-07-03,USD-FedFunds,0.0508000000
2023-07-04,USD-FedFunds,0.0508000000
2023-07-05,USD-FedFunds,0.0508000000
2023-07-06,USD-FedFunds,0.0508000000
2023-07-07,USD-FedFunds,0.0508000000
2023-07-10,USD-FedFunds,0.0507000000
2023-07-11,USD-FedFunds,0.0508000000
2023-07-12,USD-FedFunds,0.0508000000
2023-07-13,USD-FedFunds,0.0508000000
2023-07-14,USD-FedFunds,0.0508000000
2023-07-17,USD-FedFunds,0.0508000000
2023-07-18,USD-FedFunds,0.0508000000
2023-07-19,USD-FedFunds,0.0508000000
2023-07-20,USD-FedFunds,0.0508000000
2023-07-21,USD-FedFunds,0.0508000000
2023-07-24,USD-FedFunds,0.0508000000
2023-07-25,USD-FedFunds,0.0508000000
2023-07-26,USD-FedFunds,0.0508000000
2023-07-27,USD-FedFunds,0.0533000000
2023-07-28,USD-FedFunds,0.0533000000
2023-07-31,USD-FedFunds,0.0533000000
2023-08-01,USD-FedFunds,0.0533000000
2023-08-02,USD-FedFunds,0.0533000000
2023-08-03,USD-FedFunds,0.0533000000
2023-08-04,USD-FedFunds,0.0533000000
2023-08-07,USD-FedFunds,0.0533000000
2023-04-07,USD-SOFR,0.0481000000
2023-04-10,USD-SOFR,0.0481000000
2023-04-11,USD-SOFR,0.0480000000
2023-04-12,USD-SOFR,0.0480000000
2023-04-13,USD-SOFR,0.0480000000
2023-04-14,USD-SOFR,0.0480000000
2023-04-17,USD-SOFR,0.0480000000
2023-04-18,USD-SOFR,0.0480000000
2023-04-19,USD-SOFR,0.0480000000
2023-04-20,USD-SOFR,0.0480000000
2023-04-21,USD-SOFR,0.0480000000
2023-04-24,USD-SOFR,0.0480000000
2023-04-25,USD-SOFR,0.0480000000
2023-04-26,USD-SOFR,0.0480000000
2023-04-27,USD-SOFR,0.0481000000
2023-04-28,USD-SOFR,0.0481000000
2023-05-01,USD-SOFR,0.0481000000
2023-05-02,USD-SOFR,0.0481000000
2023-05-03,USD-SOFR,0.0481000000
2023-05-04,USD-SOFR,0.0506000000
2023-05-05,USD-SOFR,0.0506000000
2023-05-08,USD-SOFR,0.0506000000
2023-05-09,USD-SOFR,0.0506000000
2023-05-10,USD-SOFR,0.0506000000
2023-05-11,USD-SOFR,0.0505000000
2023-05-12,USD-SOFR,0.0505000000
2023-05-15,USD-SOFR,0.0506000000
2023-05-16,USD-SOFR,0.0505000000
2023-05-17,USD-SOFR,0.0505000000
2023-05-18,USD-SOFR,0.0505000000
2023-05-19,USD-SOFR,0.0505000000
2023-05-22,USD-SOFR,0.0505000000
2023-05-23,USD-SOFR,0.0505000000
2023-05-24,USD-SOFR,0.0505000000
2023-05-25,USD-SOFR,0.0506000000
2023-05-26,USD-SOFR,0.0506000000
2023-05-29,USD-SOFR,0.0506000000
2023-05-30,USD-SOFR,0.0506000000
2023-05-31,USD-SOFR,0.0508000000
2023-06-01,USD-SOFR,0.0508000000
2023-06-02,USD-SOFR,0.0507000000
2023-06-05,USD-SOFR,0.0506000000
2023-06-06,USD-SOFR,0.0505000000
2023-06-07,USD-SOFR,0.0505000000
2023-06-08,USD-SOFR,0.0505000000
2023-06-09,USD-SOFR,0.0505000000
2023-06-12,USD-SOFR,0.0505000000
2023-06-13,USD-SOFR,0.0505000000
2023-06-14,USD-SOFR,0.0505000000
2023-06-15,USD-SOFR,0.0506000000
2023-06-16,USD-SOFR,0.0505000000
2023-06-19,USD-SOFR,0.0505000000
2023-06-20,USD-SOFR,0.0505000000
2023-06-21,USD-SOFR,0.0505000000
2023-06-22,USD-SOFR,0.0505000000
2023-06-23,USD-SOFR,0.0505000000
2023-06-26,USD-SOFR,0.0505000000
2023-06-27,USD-SOFR,0.0505000000
2023-06-28,USD-SOFR,0.0506000000
2023-06-29,USD-SOFR,0.0506000000
2023-06-30,USD-SOFR,0.0509000000
2023-07-03,USD-SOFR,0.0506000000
2023-07-04,USD-SOFR,0.0506000000
2023-07-05,USD-SOFR,0.0506000000
2023-07-06,USD-SOFR,0.0506000000
2023-07-07,USD-SOFR,0.0506000000
2023-07-10,USD-SOFR,0.0506000000
2023-07-11,USD-SOFR,0.0506000000
2023-07-12,USD-SOFR,0.0505000000
2023-07-13,USD-SOFR,0.0506000000
2023-07-14,USD-SOFR,0.0505000000
2023-07-17,USD-SOFR,0.0506000000
2023-07-18,USD-SOFR,0.0506000000
2023-07-19,USD-SOFR,0.0505000000
2023-07-20,USD-SOFR,0.0506000000
2023-07-21,USD-SOFR,0.0505000000
2023-07-24,USD-SOFR,0.0505000000
2023-07-25,USD-SOFR,0.0506000000
2023-07-26,USD-SOFR,0.0506000000
2023-07-27,USD-SOFR,0.0531000000
2023-07-28,USD-SOFR,0.0530000000
2023-07-31,USD-SOFR,0.0531000000
2023-08-01,USD-SOFR,0.0531000000
2023-08-02,USD-SOFR,0.0530000000
2023-08-03,USD-SOFR,0.0530000000
2023-08-04,USD-SOFR,0.0530000000
2023-08-07,USD-SOFR,0.0530000000
